parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
33882,2,2033,Microbacterium testaceum,2.0,2
33882,2,104336,Microbacterium foliorum,2.0,2
33882,2,84292,Microbacterium chocolatum,2.0,2
33882,2,3028316,Microbacterium horticulturae,1.0,1
33882,2,36805,Microbacterium aurum,1.0,1
33882,2,2782166,Microbacterium abyssi,1.0,1
33882,2,1572644,Microbacterium proteolyticum,1.0,1
33882,2,344163,Microbacterium terricola,1.0,1
33882,2,2614639,Microbacterium lushaniae,1.0,1
85023,1,2034,Curtobacterium,20.0,20
2034,1,257496,unclassified Curtobacterium,16.0,16
257496,2,2175648,Curtobacterium sp. MCLR17_007,5.0,5
257496,2,1905847,Curtobacterium sp. BH-2-1-1,2.0,2
257496,2,2795488,Curtobacterium sp. YC1,2.0,2
257496,2,3049047,Curtobacterium sp. DN_7.5,1.0,1
257496,2,2175660,Curtobacterium sp. MCJR17_043,1.0,1
257496,2,2175650,Curtobacterium sp. MCLR17_032,1.0,1
257496,2,2175620,Curtobacterium sp. MCLR17_036,1.0,1
257496,2,2175646,Curtobacterium sp. MCSS17_007,1.0,1
257496,2,2175645,Curtobacterium sp. MCPF17_002,1.0,1
2034,2,2035,Curtobacterium flaccumfaciens,2.0,2
85023,1,33877,Agromyces,20.0,20
33877,1,2639701,unclassified Agromyces,4.0,4
2639701,2,2932244,Agromyces sp. H17E-10,4.0,4
33877,2,589382,Agromyces flavus,3.0,3
33877,2,659012,Agromyces soli,3.0,3
33877,2,2509455,Agromyces protaetiae,3.0,3
33877,2,453304,Agromyces aureus,2.0,2
33877,2,1389020,Agromyces marinus,2.0,2
33877,2,1858653,Agromyces mangrovi,1.0,1
85023,1,55968,Leucobacter,20.0,20
55968,2,283878,Leucobacter aridicollis,5.0,5
55968,2,2932245,Leucobacter rhizosphaerae,4.0,4
55968,2,2714935,Leucobacter viscericola,3.0,3
55968,2,340320,Leucobacter luti,2.0,2
55968,2,1935379,Leucobacter muris,2.0,2
55968,2,683042,Leucobacter denitrificans,1.0,1
55968,1,2621730,unclassified Leucobacter,1.0,1
2621730,2,2875729,Leucobacter sp. Psy1,1.0,1
55968,2,2873270,Leucobacter tenebrionis,1.0,1
85023,1,235888,Salinibacterium,13.0,13
235888,1,2632331,unclassified Salinibacterium,11.0,11
2632331,2,3138237,Salinibacterium sp. TMP30,5.0,5
2632331,2,2603292,Salinibacterium sp. dk2585,4.0,4
2632331,2,2508880,Salinibacterium sp. UTAS2018,1.0,1
2632331,2,2583374,Salinibacterium sp. M195,1.0,1
235888,2,2079791,Salinibacterium hongtaonis,2.0,2
85023,1,46352,Agrococcus,11.0,11
46352,1,2615065,unclassified Agrococcus,10.0,10
2615065,2,2070347,Agrococcus sp. SGAir0287,5.0,5
2615065,2,2933290,Agrococcus sp. SCSIO52902,3.0,3
2615065,2,2810513,Agrococcus sp. Marseille-Q4369,1.0,1
85023,1,69578,Cryobacterium,11.0,11
69578,2,1259258,Cryobacterium breve,7.0,7
69578,2,2220095,Cryobacterium soli,3.0,3
69578,1,2649013,unclassified Cryobacterium,1.0,1
2649013,2,3048582,Cryobacterium sp. 10S3,1.0,1
85023,1,110932,Leifsonia,8.0,8
110932,2,150026,Leifsonia shinshuensis,3.0,3
110932,1,2663824,unclassified Leifsonia,3.0,3
2663824,2,1798223,Leifsonia sp. 21MFCrub1.1,1.0,1
110932,2,1575,Leifsonia xyli,2.0,2
85023,1,190323,Plantibacter,6.0,6
190323,1,2624265,unclassified Plantibacter,1.0,1
2624265,2,2583822,Plantibacter sp. M259,1.0,1
85023,1,1573,Clavibacter,5.0,5
1573,2,31963,Clavibacter nebraskensis,1.0,1
1573,2,1874630,Clavibacter capsici,1.0,1
85023,1,33886,Rathayibacter,4.0,4
33886,1,2609250,unclassified Rathayibacter,2.0,2
2609250,2,2609254,Rathayibacter sp. VKM Ac-2762,1.0,1
2609250,2,2609257,Rathayibacter sp. VKM Ac-2804,1.0,1
33886,2,59737,Rathayibacter iranicus,1.0,1
1655489,1,529883,Rhodoluna,3.0,3
529883,2,535712,Candidatus Rhodoluna planktonica,2.0,2
85023,1,1649454,Glaciihabitans,4.0,4
1649454,1,2645362,unclassified Glaciihabitans,4.0,4
2645362,2,2596912,Glaciihabitans sp. INWT7,4.0,4
85023,1,1705353,Aurantimicrobium,3.0,3
1705353,1,2623385,unclassified Aurantimicrobium,2.0,2
2623385,2,2986279,Aurantimicrobium sp. INA4,2.0,2
1705353,2,1987356,Aurantimicrobium photophilum,1.0,1
85023,1,1433997,Diaminobutyricimonas,3.0,3
1433997,1,2643261,unclassified Diaminobutyricimonas,3.0,3
2643261,2,2683590,Diaminobutyricimonas sp. LJ205,3.0,3
85023,1,447237,Frondihabitans,3.0,3
447237,2,1268041,Frondihabitans sucicola,3.0,3
85023,1,2680004,Protaetiibacter,2.0,2
2680004,2,2592654,Protaetiibacter larvae,1.0,1
2680004,1,2680006,unclassified Protaetiibacter,1.0,1
2680006,2,2759943,Protaetiibacter sp. SSC-01,1.0,1
85023,1,337004,Microcella,2.0,2
337004,2,2994971,Microcella daejeonensis,1.0,1
85023,1,1434022,Naasia,2.0,2
1434022,2,1162966,Naasia aerilata,2.0,2
85023,1,1195526,Gryllotalpicola,1.0,1
1195526,2,2419771,Gryllotalpicola protaetiae,1.0,1
85023,1,3108736,Antiquaquibacter,1.0,1
3108736,2,2880260,Antiquaquibacter oligotrophicus,1.0,1
85023,1,1434032,Pontimonas,1.0,1
1434032,2,1159327,Pontimonas salivibrio,1.0,1
85023,1,1759331,Cnuibacter,1.0,1
1759331,2,1619308,Cnuibacter physcomitrellae,1.0,1
85023,1,881616,Herbiconiux,1.0,1
881616,1,2618217,unclassified Herbiconiux,1.0,1
2618217,2,2905871,Herbiconiux sp. L3-i23,1.0,1
85023,1,256818,Gulosibacter,1.0,1
256818,2,256821,Gulosibacter molinativorax,1.0,1
85023,1,255204,Pseudoclavibacter,1.0,1
255204,1,2615177,unclassified Pseudoclavibacter,1.0,1
2615177,2,2866588,Pseudoclavibacter sp. Marseille-Q3772,1.0,1
85023,1,120212,Subtercola,1.0,1
120212,2,2895559,Subtercola endophyticus,1.0,1
85023,1,96492,Frigoribacterium,1.0,1
96492,1,2627005,unclassified Frigoribacterium,1.0,1
2627005,2,2596916,Frigoribacterium sp. NBH87,1.0,1
85023,1,76634,Mycetocola,1.0,1
76634,1,2685235,unclassified Mycetocola,1.0,1
2685235,2,2116510,Mycetocola sp. JXN-3,1.0,1
85016,1,1707,Cellulomonas,41.0,41
1707,1,2620175,unclassified Cellulomonas,13.0,13
2620175,2,2654191,Cellulomonas sp. JZ18,2.0,2
2620175,2,2704467,Cellulomonas sp. H30R-01,2.0,2
2620175,2,2973977,Cellulomonas sp. NS3,2.0,2
2620175,2,3039384,Cellulomonas sp. ES6,2.0,2
2620175,2,3073064,Cellulomonas sp. ATA003,2.0,2
2620175,2,2003551,Cellulomonas sp. PSBB021,1.0,1
2620175,2,2591145,Cellulomonas sp. Y8,1.0,1
2620175,2,2904790,Cellulomonas sp. S1-8,1.0,1
1707,2,11,Cellulomonas gilvus,5.0,5
1707,2,2729175,Cellulomonas taurus,5.0,5
1707,2,1708,Cellulomonas fimi,4.0,4
1707,2,2968085,Cellulomonas wangsupingiae,4.0,4
1707,2,1711,Cellulomonas flavigena,3.0,3
1707,2,2819978,Cellulomonas fengjieae,2.0,2
1707,2,2968083,Cellulomonas xiejunii,2.0,2
1707,2,2608402,Cellulomonas palmilytica,1.0,1
1707,2,2968084,Cellulomonas chengniuliangii,1.0,1
85016,1,1926259,Pseudactinotalea,7.0,7
1926259,1,2649176,unclassified Pseudactinotalea,7.0,7
2649176,2,2654547,Pseudactinotalea sp. HY158,7.0,7
85016,1,162491,Oerskovia,5.0,5
162491,1,2619021,unclassified Oerskovia,5.0,5
2619021,2,1179673,Oerskovia sp. KBS0722,5.0,5
85016,1,458839,Actinotalea,4.0,4
458839,1,2638618,unclassified Actinotalea,4.0,4
2638618,2,2758442,Actinotalea sp. JY-7876,4.0,4
85016,1,665568,Paraoerskovia,4.0,4
665568,2,1138587,Paraoerskovia sediminicola,4.0,4
85020,1,43668,Brachybacterium,33.0,33
43668,1,2623841,unclassified Brachybacterium,7.0,7
2623841,2,2759167,Brachybacterium sp. Z12,2.0,2
2623841,2,2996004,Brachybacterium sp. NBEC-018,2.0,2
2623841,2,3069708,Brachybacterium sp. GU-2,2.0,2
2623841,2,1903186,Brachybacterium sp. P6-10-X1,1.0,1
43668,2,1652028,Brachybacterium huguangmaarense,5.0,5
43668,2,2942909,Brachybacterium kimchii,4.0,4
43668,2,2017485,Brachybacterium avium,2.0,2
43668,2,556288,Brachybacterium saurashtrense,1.0,1
43668,2,1331682,Brachybacterium ginsengisoli,1.0,1
43668,2,2017484,Brachybacterium vulturis,1.0,1
43668,2,2795215,Brachybacterium halotolerans,1.0,1
85020,1,36739,Dermabacter,13.0,13
36739,2,1630135,Dermabacter vaginalis,10.0,10
36739,2,1667168,Dermabacter jinjuensis,2.0,2
36739,2,36740,Dermabacter hominis,1.0,1
85020,1,472568,Devriesea,4.0,4
472568,2,472569,Devriesea agamarum,4.0,4
85019,1,1696,Brevibacterium,30.0,30
1696,2,1703,Brevibacterium linens,7.0,7
1696,1,2614124,unclassified Brevibacterium,4.0,4
2614124,2,2575923,Brevibacterium sp. CS2,2.0,2
2614124,2,2777556,Brevibacterium sp. SMBL_HHYL_HB1,1.0,1
2614124,2,2999062,Brevibacterium sp. BRM-1,1.0,1
1696,2,199591,Brevibacterium luteolum,3.0,3
1696,2,358099,Brevibacterium oceani,2.0,2
1696,2,1136497,Brevibacterium siliguriense,1.0,1
1696,2,2898795,Brevibacterium zhoupengii,1.0,1
1696,2,2909672,Brevibacterium spongiae,1.0,1
85017,1,157920,Cellulosimicrobium,10.0,10
157920,2,1710,Cellulosimicrobium cellulans,6.0,6
157920,2,2587808,Cellulosimicrobium protaetiae,1.0,1
85017,1,254250,Isoptericola,8.0,8
254250,1,2623355,unclassified Isoptericola,4.0,4
2623355,2,3024246,Isoptericola sp. AK164,4.0,4
254250,2,372663,Isoptericola dokdonensis,3.0,3
254250,2,139208,Isoptericola variabilis,1.0,1
85017,1,186188,Xylanimonas,7.0,7
186188,2,186189,Xylanimonas cellulosilytica,3.0,3
186188,2,2509457,Xylanimonas protaetiae,3.0,3
186188,2,2509459,Xylanimonas allomyrinae,1.0,1
145358,1,154116,Georgenia,25.0,25
154116,2,2589797,Georgenia yuyongxinii,12.0,12
154116,1,2626815,unclassified Georgenia,8.0,8
2626815,2,2917725,Georgenia sp. TF02-10,4.0,4
2626815,2,3120520,Georgenia sp. M64,4.0,4
154116,2,2483799,Georgenia faecalis,3.0,3
154116,2,2585135,Georgenia wutianyii,2.0,2
2805590,1,125287,Ornithinimicrobium,12.0,12
125287,2,1288636,Ornithinimicrobium flavum,4.0,4
125287,1,2615080,unclassified Ornithinimicrobium,2.0,2
2615080,2,2908651,Ornithinimicrobium sp. INDO-MA30-4,2.0,2
125287,2,2934161,Ornithinimicrobium cryptoxanthini,2.0,2
125287,2,2283195,Ornithinimicrobium avium,1.0,1
125287,2,2934158,Ornithinimicrobium faecis,1.0,1
2805590,1,265976,Serinicoccus,4.0,4
265976,2,1078471,Serinicoccus profundi,4.0,4
145357,1,57495,Dermacoccus,5.0,5
57495,2,1274,Dermacoccus nishinomiyaensis,4.0,4
145357,1,908935,Yimella,3.0,3
908935,1,2649892,unclassified Yimella,3.0,3
2649892,2,2770551,Yimella sp. cx-51,3.0,3
145357,1,1535207,Barrientosiimonas,3.0,3
1535207,2,1535208,Barrientosiimonas endolithica,3.0,3
145357,1,2040262,Allobranchiibius,3.0,3
2040262,1,2649857,unclassified Allobranchiibius,3.0,3
2649857,2,2904523,Allobranchiibius sp. GilTou73,3.0,3
145360,1,60919,Sanguibacter,11.0,11
60919,1,2645534,unclassified Sanguibacter,6.0,6
2645534,2,3030830,Sanguibacter sp. 4.1,4.0,4
2645534,2,2714931,Sanguibacter sp. HDW7,2.0,2
60919,2,60920,Sanguibacter keddieii,4.0,4
577468,1,2888818,Pengzhenrongella,5.0,5
2888818,2,2819238,Pengzhenrongella sicca,5.0,5
577468,1,754249,Luteimicrobium,3.0,3
754249,2,1133546,Luteimicrobium xylanilyticum,3.0,3
1042322,1,577469,Demequina,7.0,7
577469,2,1930058,Demequina sediminis,5.0,5
577469,1,2620311,unclassified Demequina,2.0,2
1331736,1,626119,Ruania,5.0,5
626119,2,2779775,Ruania alkalisoli,3.0,3
626119,2,2603206,Ruania zhangjianzhongii,1.0,1
626119,2,2897774,Ruania suaedae,1.0,1
1331736,1,2828348,Occultella,1.0,1
2828348,2,2675754,Occultella kanbiaonis,1.0,1
2805426,1,57499,Kytococcus,3.0,3
57499,2,1276,Kytococcus sedentarius,3.0,3
125316,1,947525,Miniimonas,1.0,1
947525,1,2626367,unclassified Miniimonas,1.0,1
2626367,2,2171623,Miniimonas sp. S16,1.0,1
2049,1,2529408,Schaalia,200458.0,200458
2529408,2,1660,Schaalia odontolytica,189647.0,189647
2529408,1,2691889,unclassified Schaalia,7274.0,7274
2691889,2,3059028,Schaalia sp. HMT-172,7117.0,7117
2691889,2,2794089,Schaalia sp. 19OD2882,88.0,88
2691889,2,2709403,Schaalia sp. ZJ405,48.0,48
2691889,2,2758572,Schaalia sp. JY-X169,7.0,7
2529408,2,52773,Schaalia meyeri,869.0,869
2529408,2,131111,Schaalia turicensis,154.0,154
2529408,2,181487,Schaalia cardiffensis,55.0,55
2529408,2,131110,Schaalia radingae,35.0,35
2049,1,2050,Mobiluncus,35688.0,35688
2050,2,3036302,Mobiluncus massiliensis,33039.0,33039
2050,2,2051,Mobiluncus curtisii,2328.0,2328
2049,1,1654,Actinomyces,487.0,487
1654,2,1852377,Actinomyces pacaensis,174.0,174
1654,1,2609248,unclassified Actinomyces,49.0,49
2609248,2,712122,Actinomyces sp. oral taxon 414,14.0,14
2609248,2,1851395,Actinomyces sp. Chiba101,11.0,11
2609248,2,2079536,Actinomyces sp. Z16,9.0,9
2609248,2,2057798,Actinomyces sp. 432,4.0,4
2609248,2,706438,Actinomyces sp. oral taxon 171,3.0,3
2609248,2,2081702,Actinomyces sp. oral taxon 897,2.0,2
2609248,2,712116,Actinomyces sp. oral taxon 169,1.0,1
2609248,2,2789424,Actinomyces sp. HMT897,1.0,1
1654,2,103621,Actinomyces urogenitalis,25.0,25
1654,2,111015,Actinomyces radicidentis,17.0,17
1654,2,2722820,Actinomyces faecalis,17.0,17
1654,2,544580,Actinomyces oris,15.0,15
1654,2,2744574,Actinomyces respiraculi,13.0,13
1654,2,2560010,Actinomyces procaprae,13.0,13
1654,2,2763540,Actinomyces trachealis,12.0,12
1654,2,1659,Actinomyces israelii,12.0,12
1654,2,675090,Actinomyces weissii,12.0,12
1654,2,2057800,Actinomyces qiguomingii,10.0,10
1654,2,1655,Actinomyces naeslundii,9.0,9
1654,2,52771,Actinomyces howellii,8.0,8
1654,2,1960083,Actinomyces gaoshouyii,7.0,7
1654,2,52774,Actinomyces slackii,7.0,7
1654,2,2321394,Actinomyces lilanjuaniae,6.0,6
1654,2,1656,Actinomyces viscosus,5.0,5
1654,2,2737173,Actinomyces marmotae,4.0,4
1654,2,2057743,Actinomyces wuliandei,3.0,3
1654,2,461393,Actinomyces massiliensis,3.0,3
1654,2,2755559,Actinomyces capricornis,3.0,3
2049,1,2740557,Pauljensenia,176.0,176
2740557,2,178339,Pauljensenia hongkongensis,176.0,176
2049,1,1069494,Trueperella,27.0,27
1069494,2,1661,Trueperella pyogenes,11.0,11
1069494,2,59561,Trueperella bernardiae,5.0,5
1069494,2,2733571,Trueperella pecoris,5.0,5
1069494,2,312285,Trueperella bialowiezensis,3.0,3
1069494,2,445930,Trueperella abortisuis,3.0,3
2049,1,2692113,Gleimia,25.0,25
2692113,2,595468,Gleimia hominis,15.0,15
2692113,2,66228,Gleimia europaea,9.0,9
2049,1,184869,Varibaculum,18.0,18
184869,2,2811781,Varibaculum prostatecancerukia,18.0,18
2049,1,1522056,Flaviflexus,13.0,13
1522056,2,1282737,Flaviflexus salsibiostraticola,8.0,8
1522056,2,2758573,Flaviflexus equikiangi,3.0,3
1522056,2,2496867,Flaviflexus ciconiae,2.0,2
2049,1,2888879,Nanchangia,11.0,11
2888879,2,2692125,Nanchangia anserum,11.0,11
2049,1,1653174,Actinotignum,9.0,9
1653174,2,1870995,Actinotignum timonense,4.0,4
1653174,2,190146,Actinotignum urinale,2.0,2
2049,1,28263,Arcanobacterium,8.0,8
28263,2,131112,Arcanobacterium phocae,5.0,5
28263,2,28264,Arcanobacterium haemolyticum,1.0,1
28263,2,999183,Arcanobacterium canis,1.0,1
28263,2,2722751,Arcanobacterium buesumense,1.0,1
2049,1,2692118,Winkia,8.0,8
2692118,2,33007,Winkia neuii,8.0,8
2049,1,76833,Actinobaculum,5.0,5
76833,1,2609299,unclassified Actinobaculum,5.0,5
2609299,2,2495645,Actinobaculum sp. 313,5.0,5
2049,1,2767318,Boudabousia,5.0,5
2767318,2,1912795,Boudabousia tangfeifanii,5.0,5
2049,1,2912996,Changpingibacter,2.0,2
2912996,2,2758440,Changpingibacter yushuensis,2.0,2
1653,1,1716,Corynebacterium,178.0,178
1716,2,2883169,Corynebacterium uberis,8.0,8
1716,2,2684406,Corynebacterium anserum,6.0,6
1716,2,136857,Corynebacterium testudinoris,6.0,6
1716,2,1032851,Corynebacterium nuruki,6.0,6
1716,2,1783348,Corynebacterium guangdongense,5.0,5
1716,2,322009,Corynebacterium cyclohexanicum,5.0,5
1716,1,2624378,unclassified Corynebacterium,5.0,5
2624378,2,3017361,Corynebacterium sp. SCR221107,2.0,2
2624378,2,3081222,Corynebacterium sp. UMB2355A,1.0,1
2624378,2,3074378,Corynebacterium sp. Z-1,1.0,1
2624378,2,2815361,Corynebacterium sp. CNCTC7651,1.0,1
1716,2,43765,Corynebacterium amycolatum,4.0,4
1716,2,71254,Corynebacterium confusum,4.0,4
1716,2,43770,Corynebacterium striatum,4.0,4
1716,2,131318,Corynebacterium felinum,4.0,4
1716,2,156976,Corynebacterium riegelii,4.0,4
1716,2,131081,Corynebacterium capitovis,3.0,3
1716,2,38286,Corynebacterium afermentans,3.0,3
1716,2,38305,Corynebacterium vitaeruminis,3.0,3
1716,2,38304,Corynebacterium tuberculostearicum,3.0,3
1716,2,146827,Corynebacterium simulans,3.0,3
1716,2,401472,Corynebacterium ureicelerivorans,3.0,3
1716,2,1724,Corynebacterium renale,3.0,3
1716,2,1223514,Corynebacterium humireducens,3.0,3
1716,2,1737425,Corynebacterium provencense,3.0,3
1716,2,1336740,Corynebacterium atrinae,3.0,3
1716,2,169292,Corynebacterium aurimucosum,2.0,2
1716,2,161896,Corynebacterium camporealensis,2.0,2
1716,2,187491,Corynebacterium glaucum,2.0,2
1716,2,1471400,Corynebacterium pelargi,2.0,2
1716,2,258224,Corynebacterium resistens,2.0,2
1716,2,575200,Corynebacterium maris,2.0,2
