parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
185979,2,2975304,Bacillus sp. FSL R5-0523,32,32
185979,2,2070759,Bacillus sp. MBGLi79,13,13
185979,2,2954725,Bacillus sp. PS108,12,12
185979,2,2921470,Bacillus sp. FSL K6-1366,12,12
185979,2,2809036,Bacillus sp. LJBS06,12,12
185979,2,2921456,Bacillus sp. FSL K6-0993,11,11
185979,2,1127744,Bacillus sp. JS,10,10
185979,2,2859227,Bacillus sp. LJBS17,7,7
185979,2,2888526,Bacillus sp. BC1-43,6,6
185979,2,745774,Bacillus sp. K1,6,6
185979,2,2921565,Bacillus sp. FSL M8-0054,5,5
185979,2,2975299,Bacillus sp. FSL R5-0416,5,5
185979,2,2009331,Bacillus sp. MD-5,5,5
185979,2,2448811,Bacillus sp. WR11,5,5
185979,2,2975298,Bacillus sp. FSL L8-0358,4,4
185979,2,2762329,Bacillus sp. PAMC26543,4,4
185979,2,2267265,Bacillus sp. DM2,4,4
185979,2,2954675,Bacillus sp. FSL K6-1003,3,3
185979,2,2954588,Bacillus sp. FSL R5-0560,3,3
185979,2,2954678,Bacillus sp. FSL K6-1012,3,3
185979,2,2954720,Bacillus sp. PS196,3,3
185979,2,3052091,Bacillus sp. DX3.1,2,2
185979,2,2585772,Bacillus sp. HNA3,1,1
185979,2,2921567,Bacillus sp. FSL M8-0071,1,1
185979,2,2921564,Bacillus sp. FSL M8-0025,1,1
185979,2,2921574,Bacillus sp. FSL P4-0290,1,1
185979,2,2921577,Bacillus sp. FSL R5-0422,1,1
185979,2,2921523,Bacillus sp. FSL L8-0528,1,1
185979,2,2921422,Bacillus sp. FSL K6-0138,1,1
185979,2,2954723,Bacillus sp. PS237,1,1
185979,2,2954722,Bacillus sp. PS217,1,1
185979,2,2954721,Bacillus sp. PS210,1,1
185979,2,2582827,Bacillus sp. KBS0812,1,1
185979,2,2831519,Bacillus sp. FS02,1,1
185979,2,2709784,Bacillus sp. KH172YL63,1,1
185979,2,2954677,Bacillus sp. FSL K6-1006,1,1
185979,2,2954665,Bacillus sp. EU52,1,1
185979,2,2954646,Bacillus sp. FSL W8-1141,1,1
185979,2,2842457,Bacillus sp. JNUCC-22,1,1
185979,2,467262,Bacillus sp. T3,1,1
185979,2,3129297,Bacillus sp. FJAT-52991,1,1
185979,2,666686,Bacillus sp. 1NLA3E,1,1
185979,2,1071078,Bacillus sp. NSP9.1,1,1
185979,2,1837130,Bacillus sp. FJAT-14266,1,1
185979,2,1705566,Bacillus sp. FJAT-18017,1,1
185979,2,1628753,Bacillus sp. LM 4-2,1,1
185979,2,3027931,Bacillus sp. N3378-2at,1,1
185979,2,3077585,Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038,1,1
185979,2,3078804,Bacillus sp. TSA-4,1,1
1386,2,2487276,Bacillus cabrialesii,92,92
1386,2,2715209,Bacillus rugosus,88,88
1386,1,86661,Bacillus cereus group,11,11
86661,2,1428,Bacillus thuringiensis,4,4
86661,2,580165,Bacillus cytotoxicus,2,2
86661,2,1396,Bacillus cereus,1,1
86661,2,2026187,Bacillus pacificus,1,1
86661,2,2026186,Bacillus paranthracis,1,1
86661,2,64104,Bacillus pseudomycoides,1,1
1386,2,1408,Bacillus pumilus,10,10
1386,2,1441095,Bacillus gobiensis,3,3
1386,2,1925020,Bacillus swezeyi,3,3
1386,2,324767,Bacillus infantis,2,2
1386,2,1471,Bacillus methanolicus,2,2
1386,1,1792192,Bacillus altitudinis complex,2,2
1792192,2,293387,Bacillus altitudinis,2,2
1386,2,293388,Bacillus aerius,1,1
1386,2,1455,Bacillus badius,1,1
1386,2,2672567,Bacillus aquiflavi,1,1
1386,2,1547283,Bacillus weihaiensis,1,1
1386,2,1664069,Bacillus glycinifermentans,1,1
186817,1,2837508,Rossellomorea,3,3
2837508,2,218284,Rossellomorea vietnamensis,3,3
186817,1,2837504,Heyndrickxia,2,2
2837504,2,1398,Heyndrickxia coagulans,1,1
186817,1,175304,Lentibacillus,2,2
175304,1,2614679,unclassified Lentibacillus,2,2
2614679,2,2518176,Lentibacillus sp. CBA3610,2,2
186817,1,2893057,Shouchella,1,1
2893057,2,79880,Shouchella clausii,1,1
186817,1,1329200,Fictibacillus,1,1
1329200,2,255247,Fictibacillus arsenicus,1,1
186817,1,2685905,Salicibibacter,1,1
2685905,2,2502791,Salicibibacter halophilus,1,1
186817,1,2893060,Alkalihalophilus,1,1
2893060,2,79885,Alkalihalophilus pseudofirmus,1,1
186817,1,84406,Virgibacillus,1,1
84406,2,1482,Virgibacillus halodenitrificans,1,1
186817,1,2675230,Cytobacillus,1,1
2675230,2,2901381,Cytobacillus spongiae,1,1
90964,1,1279,Staphylococcus,27,27
1279,2,1280,Staphylococcus aureus,20,20
1279,1,2815305,Staphylococcus intermedius group,3,3
2815305,2,283734,Staphylococcus pseudintermedius,3,3
1279,2,1282,Staphylococcus epidermidis,1,1
1279,2,2044912,Staphylococcus debuckii,1,1
1279,2,522262,Staphylococcus rostri,1,1
90964,1,2803850,Mammaliicoccus,1,1
2803850,2,1296,Mammaliicoccus sciuri,1,1
186820,1,1637,Listeria,4,4
1637,2,1639,Listeria monocytogenes,4,4
186822,1,44249,Paenibacillus,4,4
44249,2,1406,Paenibacillus polymyxa,1,1
44249,2,2495582,Paenibacillus albus,1,1
3030910,1,86331,Mogibacterium,51644,51828
86331,2,114527,Mogibacterium diversum,51595,51779
86331,2,86332,Mogibacterium pumilum,3,3
86331,2,114528,Mogibacterium neglectum,1,1
186804,1,2743582,Peptacetobacter,45731,45894
2743582,2,89152,Peptacetobacter hiranonis,45731,45894
186804,1,1849822,Paraclostridium,19,19
1849822,2,1490,Paraclostridium bifermentans,15,15
1849822,2,1505,Paraclostridium sordellii,4,4
186804,1,1870884,Clostridioides,19,19
1870884,2,1496,Clostridioides difficile,19,19
3118654,1,166484,Caminicella,4,4
166484,2,166485,Caminicella sporogenes,4,4
3118657,1,390805,Geosporobacter,1,1
390805,2,1424294,Geosporobacter ferrireducens,1,1
3120161,1,1481960,Peptoclostridium,1,1
1481960,2,1731,Peptoclostridium acidaminophilum,1,1
31979,1,1485,Clostridium,44099,44256
1485,2,46867,Clostridium chauvoei,43858,44014
1485,2,1504,Clostridium septicum,30,30
1485,2,169679,Clostridium saccharobutylicum,24,24
1485,2,1502,Clostridium perfringens,17,17
1485,2,36745,Clostridium saccharoperbutylacetonicum,9,9
1485,2,1520,Clostridium beijerinckii,8,8
1485,2,1491,Clostridium botulinum,5,5
1485,2,1492,Clostridium butyricum,5,5
1485,1,2614128,unclassified Clostridium,4,4
2614128,2,3070996,Clostridium sp. MB40-C1,1,1
2614128,2,641107,Clostridium sp. DL-VIII,1,1
2614128,2,3064705,Clostridium sp. JS66,1,1
2614128,2,1042156,Clostridium sp. SY8519,1,1
1485,2,1534,Clostridium kluyveri,3,3
1485,2,1519,Clostridium tyrobutyricum,2,2
1485,2,1216932,Clostridium bornimense,2,2
1485,2,1513,Clostridium tetani,1,1
1485,2,182773,Clostridium isatidis,1,1
1485,2,1493,Clostridium cellulovorans,1,1
1485,2,94869,Clostridium gasigenes,1,1
1485,2,238834,Clostridium estertheticum,1,1
1485,2,1494,Clostridium cochlearium,1,1
1485,2,36845,Clostridium intestinale,1,1
1485,2,36839,Clostridium felsineum,1,1
1485,2,1561,Clostridium baratii,1,1
1485,2,1716543,Clostridium thermarum,1,1
186806,1,1730,Eubacterium,11007,11046
1730,2,1736,Eubacterium limosum,10315,10351
1730,2,53442,Eubacterium callanderi,47,47
1730,2,2041044,Eubacterium maltosivorans,23,23
216572,1,216851,Faecalibacterium,22,22
216851,1,2646395,unclassified Faecalibacterium,12,12
2646395,2,2929492,Faecalibacterium sp. I3-3-33,5,5
2646395,2,2929494,Faecalibacterium sp. I4-1-79,4,4
2646395,2,2929490,Faecalibacterium sp. I2-3-92,1,1
2646395,2,2929491,Faecalibacterium sp. HTF-F,1,1
2646395,2,2929493,Faecalibacterium sp. I3-3-89,1,1
216851,2,853,Faecalibacterium prausnitzii,5,5
216851,2,411483,Faecalibacterium duncaniae,1,1
216572,1,244127,Anaerotruncus,5,5
244127,2,169435,Anaerotruncus colihominis,5,5
216572,1,1263,Ruminococcus,5,5
1263,1,2608920,unclassified Ruminococcus,5,5
2608920,2,657323,Ruminococcus sp. SR1/5,4,4
216572,1,946234,Flavonifractor,2,2
946234,2,292800,Flavonifractor plautii,2,2
216572,1,292632,Subdoligranulum,1,1
292632,2,214851,Subdoligranulum variabile,1,1
216572,1,2842531,Solibaculum,1,1
2842531,2,2780922,Solibaculum mannosilyticum,1,1
216572,1,2591381,Dysosmobacter,1,1
2591381,2,2093857,Dysosmobacter welbionis,1,1
538999,1,1686313,Fenollaria,3,3
1686313,2,938288,Fenollaria massiliensis,1,1
1686313,2,2811778,Fenollaria sporofastidiosus,1,1
543314,1,2886866,Sinanaerobacter,1,1
2886866,1,2886867,unclassified Sinanaerobacter,1,1
2886867,2,3111540,Sinanaerobacter sp. ZZT-01,1,1
3085642,1,1928820,Intestinibacillus,1,1
1928820,1,2635293,unclassified Intestinibacillus,1,1
2635293,2,3079303,Intestinibacillus sp. NTUH-41-i26,1,1
186803,1,841,Roseburia,26475,26569
841,2,301301,Roseburia hominis,26416,26510
841,2,166486,Roseburia intestinalis,13,13
186803,1,572511,Blautia,29,29
572511,2,1532,Blautia coccoides,9,9
572511,2,40520,Blautia obeum,6,6
572511,2,89014,Blautia luti,4,4
572511,2,1322,Blautia hansenii,2,2
572511,2,33035,Blautia producta,2,2
572511,2,1796616,Blautia pseudococcoides,2,2
572511,1,2648079,unclassified Blautia,2,2
2648079,2,2479767,Blautia sp. SC05B48,2,2
572511,2,2779518,Blautia liquoris,1,1
572511,2,2877527,Blautia parvula,1,1
186803,1,1766253,Agathobacter,11,11
1766253,2,39491,Agathobacter rectalis,11,11
186803,1,189330,Dorea,10,10
189330,2,88431,Dorea longicatena,10,10
186803,1,1843210,Anaerocolumna,5,5
1843210,2,433286,Anaerocolumna cellulosilytica,3,3
1843210,2,2696063,Anaerocolumna sedimenticola,2,2
186803,1,2944152,Wujia,5,5
2944152,2,2763670,Wujia chipingensis,5,5
186803,1,830,Butyrivibrio,5,5
830,2,45851,Butyrivibrio crossotus,5,5
186803,1,248744,Marvinbryantia,3,3
248744,2,168384,Marvinbryantia formatexigens,3,3
186803,1,207244,Anaerostipes,1,1
207244,2,649756,Anaerostipes hadrus,1,1
186803,1,1164882,Lachnoanaerobaculum,1,1
1164882,2,2490855,Lachnoanaerobaculum gingivalis,1,1
186803,1,1506553,Lachnoclostridium,1,1
1506553,2,29347,[Clostridium] scindens,1,1
186803,1,2163168,Kineothrix,1,1
2163168,1,2625420,unclassified Kineothrix,1,1
2625420,2,3070215,Kineothrix sp. MB12-C1,1,1
186803,1,2944193,Simiaoa,1,1
2944193,2,2763672,Simiaoa sunii,1,1
1570339,1,162289,Peptoniphilus,40874,41019
162289,2,54005,Peptoniphilus harei,40850,40995
162289,2,3036303,Peptonophilus genitalis,13,13
1570339,1,165779,Anaerococcus,227,227
165779,2,1287640,Anaerococcus obesiensis,156,156
165779,2,33037,Anaerococcus vaginalis,21,21
165779,2,33034,Anaerococcus prevotii,14,14
165779,2,1870984,Anaerococcus mediterraneensis,9,9
1570339,1,150022,Finegoldia,35,35
150022,2,1260,Finegoldia magna,35,35
1570339,1,31983,Helcococcus,7,7
31983,2,40091,Helcococcus kunzii,7,7
1570339,1,543311,Parvimonas,1,1
543311,2,33033,Parvimonas micra,1,1
1737407,1,1582879,Ezakiella,49,49
1582879,2,1852374,Ezakiella massiliensis,36,36
1582879,2,46507,Ezakiella coagulans,8,8
1843490,1,365348,Pelosinus,18276,18341
365348,1,2629460,unclassified Pelosinus,18274,18339
2629460,2,484770,Pelosinus sp. UFO1,18274,18339
365348,2,365349,Pelosinus fermentans,1,1
1843490,1,2375,Sporomusa,10747,10785
2375,2,2377,Sporomusa termitida,10747,10785
2810281,1,191303,Turicibacter,8,8
191303,2,2735723,Turicibacter bilis,3,3
128827,1,1647,Erysipelothrix,1,1
1647,2,1648,Erysipelothrix rhusiopathiae,1,1
2810280,1,3025755,Thomasclavelia,1,1
3025755,1,3025756,unclassified Thomasclavelia,1,1
3025756,2,1965571,Erysipelatoclostridium sp. An173,1,1
2049,1,76833,Actinobaculum,40643,40787
76833,1,2609299,unclassified Actinobaculum,40643,40787
2609299,2,2495645,Actinobaculum sp. 313,40643,40787
85025,1,1817,Nocardia,1,1
85015,1,1839,Nocardioides,1,1
1839,1,2615069,unclassified Nocardioides,1,1
2615069,2,2486272,Nocardioides sp. WS12,1,1
2092,1,2093,Mycoplasma,5,5
2093,1,656088,Mycoplasma mycoides group,5,5
656088,2,2102,Mycoplasma mycoides,5,5
2131,1,2132,Spiroplasma,2,2
2132,2,216934,Spiroplasma corruscae,1,1
2132,1,2637901,unclassified Spiroplasma,1,1
2637901,2,3066284,Spiroplasma endosymbiont of Nebria brevicollis,1,1
2895623,1,2895509,Metamycoplasma,2,2
2895509,2,2098,Metamycoplasma hominis,2,2
2895623,1,2767358,Mycoplasmopsis,1,1
2767358,2,29561,Mycoplasmopsis meleagridis,1,1
188786,1,270,Thermus,1,1
270,2,271,Thermus aquaticus,1,1
543,1,590,Salmonella,61449,61668
590,2,28901,Salmonella enterica,53619,53810
590,2,54736,Salmonella bongori,217,217
590,1,2614656,unclassified Salmonella,35,35
2614656,2,2991700,Salmonella sp. 2018103,9,9
2614656,2,3030529,Salmonella sp. SA14318,7,7
2614656,2,2500542,Salmonella sp. SSDFZ54,6,6
2614656,2,2879113,Salmonella sp. JXY0409-18,2,2
2614656,2,2725417,Salmonella sp. SCFS4,2,2
2614656,2,2816951,Salmonella sp. SAL-045,1,1
2614656,2,3030528,Salmonella sp. SA15303,1,1
2614656,2,2979871,Salmonella sp. 3C,1,1
2614656,2,2816952,Salmonella sp. SAL-007,1,1
2614656,2,599,Salmonella sp.,1,1
2614656,2,2874627,Salmonella sp. A7,1,1
2614656,2,2745894,Salmonella sp. SJTUF14170,1,1
543,1,561,Escherichia,302,303
561,2,562,Escherichia coli,254,254
561,2,564,Escherichia fergusonii,18,18
561,2,208962,Escherichia albertii,5,5
561,2,1499973,Escherichia marmotae,5,5
561,1,2608889,unclassified Escherichia,1,1
2608889,2,2725997,Escherichia sp. SCLE84,1,1
2890311,1,570,Klebsiella,59,59
570,2,573,Klebsiella pneumoniae,50,50
570,1,2608929,unclassified Klebsiella,3,3
2608929,2,2851540,Klebsiella sp. PL-2018,2,2
2608929,2,1905288,Klebsiella sp. LTGPAF-6F,1,1
570,2,548,Klebsiella aerogenes,2,2
570,2,1463165,Klebsiella quasipneumoniae,1,1
543,1,547,Enterobacter,29,29
547,1,354276,Enterobacter cloacae complex,28,28
354276,2,158836,Enterobacter hormaechei,11,11
354276,2,61645,Enterobacter asburiae,5,5
354276,2,299767,Enterobacter ludwigii,5,5
354276,2,208224,Enterobacter kobei,2,2
354276,2,550,Enterobacter cloacae,1,1
354276,2,1812935,Enterobacter roggenkampii,1,1
354276,2,2497875,Enterobacter chuandaensis,1,1
547,2,881260,Enterobacter bugandensis,1,1
543,1,544,Citrobacter,22,22
544,1,1344959,Citrobacter freundii complex,13,13
1344959,2,546,Citrobacter freundii,8,8
1344959,2,57706,Citrobacter braakii,4,4
1344959,2,133448,Citrobacter youngae,1,1
544,1,2644389,unclassified Citrobacter,4,4
2644389,2,1703250,Citrobacter sp. CRE-46,1,1
2644389,2,2742632,Citrobacter sp. RHBSTW-00053,1,1
2644389,2,2742671,Citrobacter sp. RHBSTW-00944,1,1
544,2,67824,Citrobacter farmeri,1,1
544,2,67825,Citrobacter rodentium,1,1
544,2,2562449,Citrobacter tructae,1,1
543,1,620,Shigella,11,11
620,2,623,Shigella flexneri,7,7
620,2,621,Shigella boydii,2,2
620,2,622,Shigella dysenteriae,1,1
543,1,83654,Leclercia,3,3
83654,2,83655,Leclercia adecarboxylata,1,1
83654,1,2627398,unclassified Leclercia,1,1
2627398,2,1920116,Leclercia sp. LSNIH3,1,1
543,1,1330546,Pluralibacter,1,1
1330546,2,61647,Pluralibacter gergoviae,1,1
543,1,1330547,Kosakonia,1,1
543,1,1649295,Franconibacter,1,1
1649295,2,2047724,Franconibacter daqui,1,1
543,1,413496,Cronobacter,1,1
413496,2,1163710,Cronobacter condimenti,1,1
84563,1,1906657,Candidatus Doolittlea,1,1
1906657,2,1778262,Candidatus Doolittlea endobia,1,1
543,1,158483,Cedecea,1,1
158483,2,158822,Cedecea neteri,1,1
543,1,579,Kluyvera,1,1
579,2,61648,Kluyvera intermedia,1,1
1903414,1,583,Proteus,5,5
583,2,584,Proteus mirabilis,1,1
583,2,102862,Proteus penneri,1,1
583,1,257482,unclassified Proteus (in: enterobacteria),1,1
257482,2,2697019,Proteus sp. ZN5,1,1
1903414,1,586,Providencia,1,1
586,1,2633465,unclassified Providencia,1,1
2633465,2,2949758,Providencia sp. PROV024,1,1
1903414,1,626,Xenorhabdus,1,1
626,2,40577,Xenorhabdus poinarii,1,1
1903411,1,613,Serratia,1,1
2812006,1,84565,Sodalis,2,2
84565,2,1486991,Candidatus Sodalis pierantonius,1,1
1903409,1,53335,Pantoea,1,1
53335,2,66269,Pantoea stewartii,1,1
712,1,214906,Histophilus,34311,34433
214906,2,731,Histophilus somni,34311,34433
712,1,75984,Mannheimia,136,136
75984,2,75985,Mannheimia haemolytica,125,125
75984,2,111844,Mannheimia pernigra,6,6
712,1,745,Pasteurella,21,21
745,2,747,Pasteurella multocida,20,20
712,1,2094023,Glaesserella,16,16
2094023,2,738,Glaesserella parasuis,16,16
712,1,713,Actinobacillus,2,2
713,2,189834,Actinobacillus porcitonsillarum,2,2
712,1,155493,Gallibacterium,2,2
155493,2,750,Gallibacterium anatis,1,1
155493,2,505341,Gallibacterium salpingitidis,1,1
712,1,724,Haemophilus,1,1
724,2,727,Haemophilus influenzae,1,1
712,1,1960084,Rodentibacter,1,1
1960084,2,2778911,Rodentibacter haemolyticus,1,1
712,1,1649317,Frederiksenia,1,1
1649317,2,123824,Frederiksenia canicola,1,1
712,1,476528,Bibersteinia,1,1
476528,2,47735,Bibersteinia trehalosi,1,1
712,1,416916,Aggregatibacter,1,1
416916,2,714,Aggregatibacter actinomycetemcomitans,1,1
32033,1,40323,Stenotrophomonas,19184,19252
40323,1,995085,Stenotrophomonas maltophilia group,14926,14979
995085,2,40324,Stenotrophomonas maltophilia,14776,14828
995085,1,2961925,unclassified Stenotrophomonas maltophilia group,83,83
2961925,2,2072414,Stenotrophomonas sp. ESTM1D_MKCIP4_1,15,15
2961925,2,2072413,Stenotrophomonas sp. SAU14A_NAIMI4_5,13,13
2961925,2,2072405,Stenotrophomonas sp. ZAC14D2_NAIMI4_7,12,12
2961925,2,2072412,Stenotrophomonas sp. ZAC14A_NAIMI4_1,10,10
2961925,2,2072407,Stenotrophomonas sp. YAU14D1_LEIMI4_1,3,3
2961925,2,2072408,Stenotrophomonas sp. YAU14A_MKIMI4_1,2,2
2961925,2,2072409,Stenotrophomonas sp. SAU14A_NAIMI4_8,2,2
2961925,2,2072406,Stenotrophomonas sp. ZAC14D2_NAIMI4_6,1,1
40323,1,196198,unclassified Stenotrophomonas,293,294
196198,2,3051120,Stenotrophomonas sp. 59,39,39
196198,2,3051119,Stenotrophomonas sp. 57,29,29
196198,2,3055079,Stenotrophomonas sp. 704A1,24,24
196198,2,2005046,Stenotrophomonas sp. WZN-1,22,22
196198,2,3068324,Stenotrophomonas sp. 24(2023),18,18
196198,2,2742129,Stenotrophomonas sp. NA06056,11,11
196198,2,2040586,Stenotrophomonas sp. Pemsol,9,9
196198,2,2565559,Stenotrophomonas sp. PAMC25021,9,9
196198,2,3055080,Stenotrophomonas sp. 610A2,8,8
196198,2,2954546,Stenotrophomonas sp. FSL W7-1447,8,8
196198,2,2871174,Stenotrophomonas sp. DR822,7,7
196198,2,2770322,Stenotrophomonas sp. 169,7,7
196198,2,2871169,Stenotrophomonas sp. DFS-20110405,6,6
196198,2,2939415,Stenotrophomonas sp. NY11291,6,6
196198,2,2691571,Stenotrophomonas sp. 364,5,5
196198,2,2886359,Stenotrophomonas sp. SI-NJAU-1,5,5
196198,2,2599307,Stenotrophomonas sp. SBJS02,5,5
196198,2,1827305,Stenotrophomonas sp. MYb57,5,5
196198,2,2682487,Stenotrophomonas sp. SXG-1,4,4
196198,2,3027225,Stenotrophomonas sp. BIO128-Bstrain,4,4
196198,2,1904944,Stenotrophomonas sp. LM091,2,2
196198,2,3051123,Stenotrophomonas sp. 17(2023),1,1
40323,2,86188,Stenotrophomonas geniculata,26,26
40323,2,487698,Stenotrophomonas pavanii,13,13
40323,2,128780,Stenotrophomonas acidaminiphila,9,9
40323,2,3003271,Stenotrophomonas oahuensis,8,8
40323,2,3003272,Stenotrophomonas aracearum,8,8
40323,2,216778,Stenotrophomonas rhizophila,7,7
40323,2,2045451,Stenotrophomonas indicatrix,5,5
32033,1,338,Xanthomonas,8,8
338,2,29447,Xanthomonas albilineans,1,1
338,2,456327,Xanthomonas euvesicatoria,1,1
338,2,339,Xanthomonas campestris,1,1
32033,1,68,Lysobacter,3,3
68,2,453783,Lysobacter soli,2,2
68,1,2635362,unclassified Lysobacter,1,1
2635362,2,2904253,Lysobacter sp. 5GHs7-4,1,1
135621,1,286,Pseudomonas,6,6
286,1,196821,unclassified Pseudomonas,3,3
196821,2,2083053,Pseudomonas sp. SWI44,1,1
196821,2,253237,Pseudomonas sp. phDV1,1,1
196821,2,1573711,Pseudomonas sp. R76,1,1
286,2,2666183,Pseudomonas juntendi,1,1
286,1,136849,Pseudomonas syringae group,1,1
136849,2,200454,Pseudomonas tremae,1,1
286,1,136841,Pseudomonas aeruginosa group,1,1
136841,2,287,Pseudomonas aeruginosa,1,1
135621,1,2901164,Stutzerimonas,2,2
2901164,1,136846,Stutzerimonas stutzeri group,2,2
136846,2,74829,Stutzerimonas balearica,1,1
136846,1,578833,Stutzerimonas stutzeri subgroup,1,1
578833,2,316,Stutzerimonas stutzeri,1,1
34064,1,262,Francisella,10,10
468,1,469,Acinetobacter,3,3
469,1,909768,Acinetobacter calcoaceticus/baumannii complex,2,2
909768,2,470,Acinetobacter baumannii,2,2
469,2,28090,Acinetobacter lwoffii,1,1
468,1,475,Moraxella,1,1
475,2,386891,Moraxella bovoculi,1,1
267890,1,22,Shewanella,1,1
22,2,332186,Shewanella xiamenensis,1,1
641,1,662,Vibrio,1,1
662,2,650003,Vibrio paracholerae,1,1
119060,1,32008,Burkholderia,51577,51760
32008,1,87882,Burkholderia cepacia complex,51117,51299
87882,2,95486,Burkholderia cenocepacia,38645,38782
87882,2,292,Burkholderia cepacia,515,516
87882,2,60550,Burkholderia pyrrocinia,383,384
