parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
1301,2,197614,Streptococcus pasteurianus,1,1
1301,2,1433513,Streptococcus gwangjuense,1,1
1301,2,1348,Streptococcus parauberis,1,1
1301,2,45634,Streptococcus cristatus,1,1
33958,1,1253,Pediococcus,4708,4724
1253,2,1255,Pediococcus pentosaceus,4699,4715
1253,1,1670797,Pediococcus acidilactici group,2,2
1670797,2,1254,Pediococcus acidilactici,2,2
33958,1,1578,Lactobacillus,5,5
1578,2,147802,Lactobacillus iners,4,4
1578,2,1579,Lactobacillus acidophilus,1,1
33958,1,2767887,Ligilactobacillus,4,4
2767887,2,1624,Ligilactobacillus salivarius,2,2
2767887,2,1601,Ligilactobacillus agilis,1,1
2767887,2,228229,Ligilactobacillus saerimneri,1,1
33958,1,2978367,Nicoliella,1,1
2978367,2,2925830,Nicoliella spurrieriana,1,1
33958,1,2742598,Limosilactobacillus,1,1
2742598,2,1598,Limosilactobacillus reuteri,1,1
33958,1,2759736,Lacticaseibacillus,1,1
2759736,2,171523,Lacticaseibacillus pantheris,1,1
90964,1,3076173,Macrococcoides,37252,37381
3076173,2,1855823,Macrococcoides canis,37157,37286
3076173,2,69966,Macrococcoides caseolyticum,14,14
3076173,2,1903056,Macrococcoides bohemicum,9,9
90964,1,1279,Staphylococcus,15553,15607
1279,2,1286,Staphylococcus simulans,15380,15433
1279,2,1280,Staphylococcus aureus,81,81
1279,2,1282,Staphylococcus epidermidis,10,10
1279,1,2815305,Staphylococcus intermedius group,8,8
2815305,2,283734,Staphylococcus pseudintermedius,5,5
2815305,2,53344,Staphylococcus delphini,3,3
1279,2,1290,Staphylococcus hominis,5,5
1279,2,29385,Staphylococcus saprophyticus,3,3
1279,2,3051183,Staphylococcus hsinchuensis,2,2
1279,1,91994,unclassified Staphylococcus,2,2
91994,2,2799681,Staphylococcus sp. T93,1,1
1279,2,70255,Staphylococcus condimenti,2,2
1279,2,2892440,Staphylococcus ratti,1,1
1279,2,2044912,Staphylococcus debuckii,1,1
1279,2,985002,Staphylococcus argenteus,1,1
1279,2,246432,Staphylococcus equorum,1,1
1279,2,170573,Staphylococcus pettenkoferi,1,1
1279,2,74706,Staphylococcus coagulans,1,1
1279,2,46126,Staphylococcus chromogenes,1,1
1279,2,45972,Staphylococcus pasteuri,1,1
1279,2,29388,Staphylococcus capitis,1,1
1279,2,1281,Staphylococcus carnosus,1,1
1279,2,1283,Staphylococcus haemolyticus,1,1
1279,2,1292,Staphylococcus warneri,1,1
1279,2,28035,Staphylococcus lugdunensis,1,1
90964,1,69965,Macrococcus,26,26
69965,1,2619255,unclassified Macrococcus,10,10
2619255,2,1898474,Macrococcus sp. IME1552,10,10
69965,2,2875764,Macrococcus armenti,9,9
69965,2,198483,Macrococcus brunensis,5,5
69965,2,69967,Macrococcus equipercicus,1,1
69965,2,69968,Macrococcus bovicus,1,1
90964,1,2803850,Mammaliicoccus,9,9
2803850,2,1296,Mammaliicoccus sciuri,5,5
2803850,2,643214,Mammaliicoccus stepanovicii,2,2
2803850,1,2803851,unclassified Mammaliicoccus,1,1
2803851,2,3034233,Mammaliicoccus sp. Dog046,1,1
90964,1,227979,Jeotgalicoccus,5,5
227979,1,2630462,unclassified Jeotgalicoccus,5,5
2630462,2,2708346,Jeotgalicoccus sp. WY2,2,2
2630462,2,946435,Jeotgalicoccus sp. ATCC 8456,1,1
90964,1,489909,Nosocomiicoccus,3,3
489909,2,489910,Nosocomiicoccus ampullae,2,2
489909,2,1232430,Nosocomiicoccus massiliensis,1,1
186822,1,44249,Paenibacillus,30941,31048
44249,2,1406,Paenibacillus polymyxa,30324,30429
44249,1,185978,unclassified Paenibacillus,56,56
185978,2,2487928,Paenibacillus sp. M-152,6,6
185978,2,2823904,Paenibacillus sp. S02,6,6
185978,2,2069255,Paenibacillus sp. lzh-N1,5,5
185978,2,2954661,Paenibacillus sp. FSL R10-2782,5,5
185978,2,2954752,Paenibacillus sp. FSL L8-0158,4,4
185978,2,2921654,Paenibacillus sp. FSL R5-0701,3,3
185978,2,867076,Paenibacillus sp. IHB B 3084,3,3
185978,2,1740264,Paenibacillus sp. LX16,3,3
185978,2,2921636,Paenibacillus sp. FSL R5-0341,2,2
185978,2,2921604,Paenibacillus sp. FSL L8-0638,2,2
185978,2,2975292,Paenibacillus sp. FSL K6-1330,1,1
185978,2,2954679,Paenibacillus sp. FSL K6-2441,1,1
185978,2,2023772,Paenibacillus sp. RUD330,1,1
185978,2,2866810,Paenibacillus sp. PSB04,1,1
185978,2,2954535,Paenibacillus sp. FSL R7-0345,1,1
185978,2,2921378,Paenibacillus sp. FSL H8-0168,1,1
185978,2,2921435,Paenibacillus sp. FSL H7-0442,1,1
185978,2,2921710,Paenibacillus sp. FSL W8-0187,1,1
185978,2,2921687,Paenibacillus sp. FSL R7-0652,1,1
185978,2,2921679,Paenibacillus sp. FSL R7-0272,1,1
185978,2,2979727,Paenibacillus sp. KS-LC4,1,1
44249,2,1619311,Paenibacillus physcomitrellae,4,4
44249,2,3050112,Paenibacillus polygoni,4,4
44249,2,159743,Paenibacillus terrae,3,3
44249,2,1464,Paenibacillus larvae,2,2
44249,2,59893,Paenibacillus peoriae,2,2
44249,2,61624,Paenibacillus mucilaginosus,2,2
44249,2,1338368,Paenibacillus lentus,2,2
44249,2,682956,Paenibacillus jilunlii,1,1
44249,2,1462996,Paenibacillus yonginensis,1,1
44249,2,1712516,Paenibacillus baekrokdamisoli,1,1
44249,2,414771,Paenibacillus donghaensis,1,1
44249,2,365617,Paenibacillus sabinae,1,1
44249,2,172713,Paenibacillus kribbensis,1,1
44249,2,2704462,Paenibacillus lycopersici,1,1
44249,2,2509456,Paenibacillus protaetiae,1,1
44249,2,128574,Paenibacillus brasilensis,1,1
44249,2,1472,Paenibacillus pabuli,1,1
44249,2,79263,Paenibacillus chitinolyticus,1,1
186820,1,2755,Brochothrix,16856,16914
2755,2,2756,Brochothrix thermosphacta,16856,16914
186820,1,1637,Listeria,2,2
1637,2,1639,Listeria monocytogenes,2,2
539738,1,1378,Gemella,7985,8012
1378,2,84135,Gemella sanguinis,7969,7996
1378,2,29391,Gemella morbillorum,1,1
186817,1,1386,Bacillus,5209,5227
1386,1,653685,Bacillus subtilis group,1709,1714
653685,2,1423,Bacillus subtilis,902,905
653685,2,72361,Bacillus vallismortis,128,128
653685,2,483913,Bacillus inaquosorum,126,126
653685,2,2054641,Bacillus stercoris,117,117
653685,2,96241,Bacillus spizizenii,104,104
653685,1,1938374,Bacillus amyloliquefaciens group,58,58
1938374,2,492670,Bacillus velezensis,36,36
1938374,2,1390,Bacillus amyloliquefaciens,11,11
1938374,2,659243,Bacillus siamensis,2,2
653685,2,227866,Bacillus tequilensis,57,57
653685,1,653388,Bacillus mojavensis subgroup,51,51
653388,2,260554,Bacillus halotolerans,38,38
653388,2,72360,Bacillus mojavensis,12,12
653685,2,1452,Bacillus atrophaeus,35,35
653685,2,1648923,Bacillus paralicheniformis,5,5
653685,2,1402,Bacillus licheniformis,2,2
1386,1,185979,unclassified Bacillus (in: firmicutes),151,151
185979,2,2975304,Bacillus sp. FSL R5-0523,21,21
185979,2,2009331,Bacillus sp. MD-5,12,12
185979,2,2954720,Bacillus sp. PS196,7,7
185979,2,2809036,Bacillus sp. LJBS06,7,7
185979,2,2070759,Bacillus sp. MBGLi79,6,6
185979,2,2921456,Bacillus sp. FSL K6-0993,6,6
185979,2,2954725,Bacillus sp. PS108,6,6
185979,2,1127744,Bacillus sp. JS,6,6
185979,2,2921567,Bacillus sp. FSL M8-0071,5,5
185979,2,2975299,Bacillus sp. FSL R5-0416,4,4
185979,2,2975293,Bacillus sp. FSL K6-1560,4,4
185979,2,2954588,Bacillus sp. FSL R5-0560,4,4
185979,2,2954675,Bacillus sp. FSL K6-1003,3,3
185979,2,2975298,Bacillus sp. FSL L8-0358,3,3
185979,2,1837130,Bacillus sp. FJAT-14266,3,3
185979,2,2448811,Bacillus sp. WR11,3,3
185979,2,2859227,Bacillus sp. LJBS17,3,3
185979,2,745774,Bacillus sp. K1,3,3
185979,2,2921523,Bacillus sp. FSL L8-0528,2,2
185979,2,2954633,Bacillus sp. FSL W8-0812,2,2
185979,2,2921470,Bacillus sp. FSL K6-1366,2,2
185979,2,2888526,Bacillus sp. BC1-43,2,2
185979,2,2841656,Bacillus sp. ZHX3,2,2
185979,2,2762329,Bacillus sp. PAMC26543,2,2
185979,2,2954722,Bacillus sp. PS217,1,1
185979,2,2921564,Bacillus sp. FSL M8-0025,1,1
185979,2,2921574,Bacillus sp. FSL P4-0290,1,1
185979,2,2867004,Bacillus sp. FCW2,1,1
185979,2,2954721,Bacillus sp. PS210,1,1
185979,2,2831519,Bacillus sp. FS02,1,1
185979,2,2587848,Bacillus sp. THAF10,1,1
185979,2,2954715,Bacillus sp. PS65,1,1
185979,2,2682541,Bacillus sp. N1-1,1,1
185979,2,2709784,Bacillus sp. KH172YL63,1,1
185979,2,2954678,Bacillus sp. FSL K6-1012,1,1
185979,2,2954665,Bacillus sp. EU52,1,1
185979,2,98228,Bacillus sp. OxB-1,1,1
185979,2,3073816,Bacillus sp. NEB1478,1,1
185979,2,2014076,Bacillus sp. FJAT-42376,1,1
185979,2,352858,Bacillus sp. Y1,1,1
185979,2,3078804,Bacillus sp. TSA-4,1,1
185979,2,1574141,Bacillus sp. YP1,1,1
185979,2,756828,Bacillus sp. WP8,1,1
185979,2,3027931,Bacillus sp. N3378-2at,1,1
1386,2,2487276,Bacillus cabrialesii,58,58
1386,2,2715209,Bacillus rugosus,41,41
1386,1,86661,Bacillus cereus group,10,10
86661,2,64104,Bacillus pseudomycoides,3,3
86661,2,1396,Bacillus cereus,2,2
86661,2,1405,Bacillus mycoides,2,2
86661,2,1392,Bacillus anthracis,1,1
86661,2,580165,Bacillus cytotoxicus,1,1
1386,2,1925020,Bacillus swezeyi,6,6
1386,2,1408,Bacillus pumilus,5,5
1386,1,1792192,Bacillus altitudinis complex,3,3
1792192,2,293387,Bacillus altitudinis,3,3
1386,2,2728853,Bacillus fonticola,2,2
1386,2,561879,Bacillus safensis,2,2
1386,2,1178537,Bacillus xiamenensis,2,2
1386,2,1664069,Bacillus glycinifermentans,2,2
1386,2,86663,Bacillus carboniphilus,1,1
1386,2,324767,Bacillus infantis,1,1
1386,2,1471,Bacillus methanolicus,1,1
1386,2,1441095,Bacillus gobiensis,1,1
1386,2,1455,Bacillus badius,1,1
186817,1,2675232,Neobacillus,1,1
186817,1,84406,Virgibacillus,1,1
84406,2,1482,Virgibacillus halodenitrificans,1,1
186817,1,2675234,Alkalihalobacillus,1,1
2675234,1,2675276,unclassified Alkalihalobacillus,1,1
2675276,2,2924034,Alkalihalobacillus sp. LMS6,1,1
186817,1,150247,Anoxybacillus,1,1
150247,1,2639704,unclassified Anoxybacillus,1,1
186817,1,2685905,Salicibibacter,1,1
2685905,2,2743000,Salicibibacter cibarius,1,1
186817,1,182709,Oceanobacillus,1,1
186817,1,2837508,Rossellomorea,1,1
2837508,2,218284,Rossellomorea vietnamensis,1,1
186817,1,2837485,Evansella,1,1
2837485,2,1413,Evansella cellulosilytica,1,1
186817,1,400634,Lysinibacillus,1,1
400634,2,33935,Lysinibacillus macroides,1,1
186817,1,1400133,Allobacillus,1,1
1400133,2,570278,Allobacillus halotolerans,1,1
186817,1,1329200,Fictibacillus,1,1
1329200,2,255247,Fictibacillus arsenicus,1,1
186818,1,1569,Sporosarcina,3393,3404
1569,2,1571,Sporosarcina ureae,3381,3392
1569,1,2647733,unclassified Sporosarcina,5,5
2647733,2,2921557,Sporosarcina sp. FSL K6-3508,2,2
2647733,2,1930764,Sporosarcina sp. P33,1,1
2647733,2,2810514,Sporosarcina sp. Marseille-Q4063,1,1
2647733,2,2942204,Sporosarcina sp. Marseille-Q4943,1,1
31979,1,1485,Clostridium,26093,26183
1485,2,46867,Clostridium chauvoei,25962,26052
1485,2,1504,Clostridium septicum,20,20
1485,2,1502,Clostridium perfringens,9,9
1485,2,36745,Clostridium saccharoperbutylacetonicum,8,8
1485,2,1520,Clostridium beijerinckii,7,7
1485,2,169679,Clostridium saccharobutylicum,6,6
1485,1,2614128,unclassified Clostridium,5,5
2614128,2,411486,Clostridium sp. M62/1,2,2
2614128,2,641107,Clostridium sp. DL-VIII,1,1
2614128,2,2930219,Clostridium sp. BJN0001,1,1
2614128,2,2681265,Clostridium sp. 16K-1-R1,1,1
1485,2,1561,Clostridium baratii,3,3
1485,2,1491,Clostridium botulinum,2,2
1485,2,1216932,Clostridium bornimense,2,2
1485,2,1519,Clostridium tyrobutyricum,2,2
1485,2,1488,Clostridium acetobutylicum,2,2
1485,2,94869,Clostridium gasigenes,1,1
216572,1,216851,Faecalibacterium,23431,23512
216851,2,853,Faecalibacterium prausnitzii,23035,23115
216851,1,2646395,unclassified Faecalibacterium,33,33
2646395,2,3030639,Faecalibacterium sp. CYL33,11,11
2646395,2,2929495,Faecalibacterium sp. I4-3-84,7,7
2646395,2,2929494,Faecalibacterium sp. I4-1-79,5,5
2646395,2,2929492,Faecalibacterium sp. I3-3-33,3,3
2646395,2,2929488,Faecalibacterium sp. IP-1-18,2,2
2646395,2,2929493,Faecalibacterium sp. I3-3-89,2,2
2646395,2,2929490,Faecalibacterium sp. I2-3-92,1,1
216851,2,411483,Faecalibacterium duncaniae,2,2
216572,1,1263,Ruminococcus,4,4
1263,1,2608920,unclassified Ruminococcus,4,4
2608920,2,657323,Ruminococcus sp. SR1/5,4,4
216572,1,946234,Flavonifractor,3,3
946234,2,292800,Flavonifractor plautii,3,3
216572,1,2892396,Vescimonas,2,2
2892396,2,2714353,Vescimonas fastidiosa,2,2
216572,1,244127,Anaerotruncus,1,1
244127,2,169435,Anaerotruncus colihominis,1,1
186806,1,1730,Eubacterium,9311,9343
1730,2,1736,Eubacterium limosum,8770,8800
1730,2,2041044,Eubacterium maltosivorans,34,34
1730,2,53442,Eubacterium callanderi,30,30
1730,2,39496,Eubacterium ventriosum,2,2
3085642,1,1928820,Intestinibacillus,1,1
1928820,1,2635293,unclassified Intestinibacillus,1,1
2635293,2,3079303,Intestinibacillus sp. NTUH-41-i26,1,1
3085642,1,2048137,Agathobaculum,1,1
2048137,1,2620324,unclassified Agathobaculum,1,1
2620324,2,3079302,Agathobaculum sp. NTUH-O15-33,1,1
3082771,1,1918385,Acutalibacter,1,1
1918385,2,1796620,Acutalibacter muris,1,1
186807,1,2840454,Candidatus Formimonas,1,1
2840454,2,1761012,Candidatus Formimonas warabiya,1,1
538999,1,1392389,Intestinimonas,1,1
1392389,2,1297617,Intestinimonas butyriciproducens,1,1
3047432,1,3047433,Maliibacterium,1,1
3047433,2,2086585,Maliibacterium massiliense,1,1
186804,1,2743582,Peptacetobacter,35830,35954
2743582,2,89152,Peptacetobacter hiranonis,35830,35954
186804,1,1849822,Paraclostridium,11,11
1849822,2,1490,Paraclostridium bifermentans,7,7
1849822,2,1505,Paraclostridium sordellii,4,4
186804,1,1870884,Clostridioides,3,3
1870884,2,1496,Clostridioides difficile,3,3
3030910,1,86331,Mogibacterium,11341,11380
86331,2,114527,Mogibacterium diversum,11331,11370
86331,2,114528,Mogibacterium neglectum,1,1
3118654,1,166484,Caminicella,1,1
166484,2,166485,Caminicella sporogenes,1,1
186803,1,841,Roseburia,5359,5377
841,2,301301,Roseburia hominis,5343,5361
841,2,166486,Roseburia intestinalis,4,4
186803,1,2944195,Qiania,7,7
2944195,2,2763669,Qiania dongpingensis,7,7
186803,1,33042,Coprococcus,7,7
33042,2,410072,Coprococcus comes,5,5
33042,2,33043,Coprococcus eutactus,1,1
33042,2,116085,Coprococcus catus,1,1
186803,1,572511,Blautia,7,7
572511,2,40520,Blautia obeum,2,2
572511,2,1796616,Blautia pseudococcoides,2,2
572511,2,1322,Blautia hansenii,1,1
572511,2,1532,Blautia coccoides,1,1
572511,2,418240,Blautia wexlerae,1,1
186803,1,1843210,Anaerocolumna,3,3
1843210,2,433286,Anaerocolumna cellulosilytica,3,3
186803,1,2944152,Wujia,3,3
2944152,2,2763670,Wujia chipingensis,3,3
186803,1,2316020,Mediterraneibacter,3,3
2316020,2,33039,[Ruminococcus] torques,3,3
186803,1,3088373,Chakrabartyella,2,2
3088373,2,2918914,Chakrabartyella piscis,2,2
186803,1,189330,Dorea,2,2
189330,2,88431,Dorea longicatena,2,2
186803,1,1766253,Agathobacter,1,1
1766253,2,39491,Agathobacter rectalis,1,1
186803,1,2719313,Enterocloster,1,1
2719313,2,333367,Enterocloster asparagiformis,1,1
186803,1,207244,Anaerostipes,1,1
207244,2,649756,Anaerostipes hadrus,1,1
186803,1,830,Butyrivibrio,1,1
830,2,45851,Butyrivibrio crossotus,1,1
186803,1,1769710,Sellimonas,1,1
1769710,2,1653434,Sellimonas intestinalis,1,1
186803,1,1506553,Lachnoclostridium,1,1
1506553,2,29347,[Clostridium] scindens,1,1
186803,1,3076670,Claveliimonas,1,1
3076670,2,3028070,Claveliimonas bilis,1,1
3118652,1,2039240,Anaerotignum,1,1
2039240,1,2685769,unclassified Anaerotignum,1,1
2685769,2,3070814,Anaerotignum sp. MB30-C6,1,1
3085657,1,2039302,Monoglobus,3,3
2039302,2,1981510,Monoglobus pectinilyticus,3,3
128827,1,1647,Erysipelothrix,51969,52149
1647,2,1648,Erysipelothrix rhusiopathiae,51156,51333
1647,2,2485784,Erysipelothrix piscisicarius,117,117
1647,1,2624170,unclassified Erysipelothrix,19,19
2624170,2,2714930,Erysipelothrix sp. HDW6C,6,6
2624170,2,2714928,Erysipelothrix sp. HDW6A,5,5
2624170,2,2714929,Erysipelothrix sp. HDW6B,3,3
2624170,2,3141531,Erysipelothrix sp. P66,2,2
1647,2,225084,Erysipelothrix inopinata,10,10
1647,2,2890314,Erysipelothrix enhydrae,10,10
1647,2,1514105,Erysipelothrix larvae,5,5
433334,2,1522,[Clostridium] innocuum,4,4
2810281,1,191303,Turicibacter,1603,1608
191303,1,2638206,unclassified Turicibacter,845,847
2638206,2,1712675,Turicibacter sp. H121,817,819
2638206,2,2806443,Turicibacter sp. TJ11,23,23
191303,2,2735723,Turicibacter bilis,46,46
191303,2,154288,Turicibacter sanguinis,13,13
191303,2,2963365,Turicibacter faecis,1,1
2810280,1,2678885,Faecalibacillus,1,1
2678885,2,1982626,Faecalibacillus intestinalis,1,1
1843490,1,365348,Pelosinus,22555,22633
365348,1,2629460,unclassified Pelosinus,22553,22631
2629460,2,484770,Pelosinus sp. UFO1,22553,22631
1843490,1,2375,Sporomusa,12631,12674
2375,2,2377,Sporomusa termitida,12631,12674
1843491,1,970,Selenomonas,3905,3918
970,1,2637378,unclassified Selenomonas,3899,3912
2637378,2,1884263,Selenomonas sp. oral taxon 920,3898,3911
970,2,135079,Selenomonas dianae,1,1
31977,1,29465,Veillonella,4515,4530
29465,2,39777,Veillonella atypica,4513,4528
31977,1,906,Megasphaera,6,6
906,2,2144175,Megasphaera stantonii,6,6
1570339,1,162289,Peptoniphilus,7882,7909
162289,2,54005,Peptoniphilus harei,7881,7908
1570339,1,165779,Anaerococcus,46,46
165779,2,1287640,Anaerococcus obesiensis,29,29
165779,2,33037,Anaerococcus vaginalis,4,4
165779,2,1870984,Anaerococcus mediterraneensis,4,4
165779,2,33034,Anaerococcus prevotii,1,1
1570339,1,150022,Finegoldia,8,8
150022,2,1260,Finegoldia magna,8,8
1570339,1,1161127,Murdochiella,2,2
1161127,2,1852373,Murdochiella vaginalis,2,2
1570339,1,31983,Helcococcus,1,1
31983,2,40091,Helcococcus kunzii,1,1
1737407,1,1582879,Ezakiella,11,11
1582879,2,1852374,Ezakiella massiliensis,7,7
1582879,2,46507,Ezakiella coagulans,3,3
85022,1,43673,Jonesia,24353,24437
43673,2,43674,Jonesia denitrificans,24353,24437
145358,1,154116,Georgenia,17525,17585
154116,2,2589797,Georgenia yuyongxinii,17524,17584
85019,1,1696,Brevibacterium,12210,12252
1696,2,273384,Brevibacterium aurantiacum,10273,10308
1696,2,2898795,Brevibacterium zhoupengii,53,53
1696,2,629680,Brevibacterium sandarakinum,47,47
1696,1,2614124,unclassified Brevibacterium,31,31
2614124,2,2886045,Brevibacterium sp. JSBI002,10,10
2614124,2,2777556,Brevibacterium sp. SMBL_HHYL_HB1,6,6
2614124,2,3020906,Brevibacterium sp. BDJS002,5,5
2614124,2,2575923,Brevibacterium sp. CS2,4,4
2614124,2,2725563,Brevibacterium sp. 'Marine',2,2
2614124,2,2823518,Brevibacterium sp. W7.2,2,2
2614124,2,2999062,Brevibacterium sp. BRM-1,1,1
1696,2,1703,Brevibacterium linens,13,13
1696,2,33889,Brevibacterium casei,8,8
1696,2,358099,Brevibacterium oceani,8,8
1696,2,2697563,Brevibacterium atlanticum,6,6
1696,2,1136497,Brevibacterium siliguriense,5,5
1696,2,1496080,Brevibacterium pigmentatum,5,5
1696,2,2909672,Brevibacterium spongiae,5,5
1696,2,2697565,Brevibacterium limosum,2,2
1268,1,32207,Rothia,10153,10188
32207,2,2047,Rothia dentocariosa,10126,10161
32207,2,172042,Rothia aeria,1,1
1268,1,1160973,Auritidibacter,5,5
1160973,2,678932,Auritidibacter ignavus,4,4
1268,1,57493,Kocuria,2,2
57493,2,72000,Kocuria rhizophila,1,1
57493,2,446860,Kocuria flava,1,1
1268,1,1742991,Pseudoglutamicibacter,2,2
1742991,2,98671,Pseudoglutamicibacter albus,2,2
1268,1,169133,Citricoccus,1,1
169133,2,169134,Citricoccus muralis,1,1
1268,1,1742989,Glutamicibacter,1,1
1742989,2,37929,Glutamicibacter nicotianae,1,1
85020,1,36739,Dermabacter,4894,4911
36739,2,1667168,Dermabacter jinjuensis,4507,4522
36739,2,1630135,Dermabacter vaginalis,11,11
36739,2,36740,Dermabacter hominis,4,4
85023,1,33882,Microbacterium,3,3
33882,1,2609290,unclassified Microbacterium,1,1
2609290,2,3019890,Microbacterium sp. nov. GSS16,1,1
33882,2,2782167,Microbacterium luteum,1,1
85023,1,110932,Leifsonia,2,2
110932,2,1575,Leifsonia xyli,1,1
110932,2,150026,Leifsonia shinshuensis,1,1
85023,1,46352,Agrococcus,1,1
46352,2,684552,Agrococcus carbonis,1,1
85023,1,55968,Leucobacter,1,1
55968,1,2621730,unclassified Leucobacter,1,1
2621730,2,2813744,Leucobacter sp. CX169,1,1
85016,1,1707,Cellulomonas,2,2
1707,1,2620175,unclassified Cellulomonas,1,1
2620175,2,2973977,Cellulomonas sp. NS3,1,1
1707,2,2816956,Cellulomonas wangleii,1,1
2805426,1,57499,Kytococcus,1,1
57499,2,1276,Kytococcus sedentarius,1,1
31957,1,1743,Propionibacterium,40600,40741
1743,2,556499,Propionibacterium acidifaciens,40597,40738
1743,2,1744,Propionibacterium freudenreichii,2,2
1743,2,119981,Propionibacterium australiense,1,1
31957,1,369926,Brooklawnia,1,1
369926,2,3041175,Brooklawnia propionicigenes,1,1
85015,1,1839,Nocardioides,2,2
1839,2,160826,Nocardioides aquaticus,1,1
1839,1,2615069,unclassified Nocardioides,1,1
2615069,2,2931390,Nocardioides sp. W7,1,1
31953,1,1678,Bifidobacterium,14877,14928
1678,2,216816,Bifidobacterium longum,14160,14209
1678,2,1685,Bifidobacterium breve,30,30
1678,2,1689,Bifidobacterium dentium,6,6
1678,2,1681,Bifidobacterium bifidum,4,4
1678,2,158787,Bifidobacterium scardovii,4,4
1678,1,2608897,unclassified Bifidobacterium,3,3
2608897,2,2983214,Bifidobacterium sp. ESL0690,1,1
2608897,2,2983220,Bifidobacterium sp. ESL0728,1,1
2608897,2,2983236,Bifidobacterium sp. ESL0800,1,1
1678,2,1680,Bifidobacterium adolescentis,3,3
1678,2,28026,Bifidobacterium pseudocatenulatum,3,3
1678,2,35760,Bifidobacterium choerinum,2,2
1678,2,1686,Bifidobacterium catenulatum,2,2
1678,2,28025,Bifidobacterium animalis,1,1
1678,2,762210,Bifidobacterium saguini,1,1
1678,2,2020965,Bifidobacterium imperatoris,1,1
31953,1,2701,Gardnerella,1,1
2701,2,2702,Gardnerella vaginalis,1,1
2049,1,76833,Actinobaculum,9981,10015
76833,1,2609299,unclassified Actinobaculum,9981,10015
2609299,2,2495645,Actinobaculum sp. 313,9981,10015
2049,1,2529408,Schaalia,4,4
2529408,2,1660,Schaalia odontolytica,4,4
2049,1,1069494,Trueperella,3,3
1069494,2,1661,Trueperella pyogenes,3,3
2049,1,1522056,Flaviflexus,1,1
2049,1,2692113,Gleimia,1,1
2692113,2,595468,Gleimia hominis,1,1
1653,1,1716,Corynebacterium,9856,9890
1716,2,43768,Corynebacterium matruchotii,9852,9886
1716,2,43771,Corynebacterium urealyticum,1,1
1716,2,225326,Corynebacterium halotolerans,1,1
1716,2,1404244,Corynebacterium glyciniphilum,1,1
1716,2,37637,Corynebacterium pseudodiphtheriticum,1,1
85025,1,1817,Nocardia,2,2
1817,1,2637762,unclassified Nocardia,2,2
2637762,2,2975991,Nocardia sp. NBC_00416,1,1
2637762,2,2975998,Nocardia sp. NBC_01730,1,1
