parent_taxid,level,taxid,name,kraken_classifed_reads,NT_rPM
2888879,2,2692125,Nanchangia anserum,1,1
28056,1,1873,Micromonospora,7,7
1873,1,2617518,unclassified Micromonospora,5,5
2617518,2,2742132,Verrucosispora sp. NA02020,5,5
1873,2,47858,Micromonospora echinofusca,2,2
2004,1,83681,Nonomuraea,2,2
83681,2,2047744,Nonomuraea glycinis,2,2
2004,1,2000,Streptosporangium,1,1
2000,1,2632669,unclassified Streptosporangium,1,1
2632669,2,2975949,Streptosporangium sp. NBC_01755,1,1
2012,1,1988,Actinomadura,2,2
1988,1,2626254,unclassified Actinomadura,2,2
2626254,2,2742128,Actinomadura sp. NAK00032,2,2
83676,1,83677,Thermobifida,1,1
83677,2,483545,Thermobifida halotolerans,1,1
31953,1,196082,Parascardovia,2,2
196082,2,78258,Parascardovia denticolens,2,2
31953,1,1678,Bifidobacterium,1,1
1678,2,1680,Bifidobacterium adolescentis,1,1
2070,1,1851,Saccharomonospora,1,1
1851,2,75294,Saccharomonospora xinjiangensis,1,1
2092,1,2093,Mycoplasma,4,4
2093,2,51365,Mycoplasma yeatsii,3,3
2093,1,656088,Mycoplasma mycoides group,1,1
656088,2,1179777,Mycoplasma feriruminatoris,1,1
2146,1,2147,Acholeplasma,2,2
2147,2,264636,Acholeplasma hippikon,2,2
2131,1,2132,Spiroplasma,1,1
2132,1,2637901,unclassified Spiroplasma,1,1
2895623,1,2767358,Mycoplasmopsis,2,2
2767358,2,142650,Mycoplasmopsis phocirhinis,2,2
1162,1,1177,Nostoc,4,4
1177,1,2593658,unclassified Nostoc,4,4
2593658,1,3123326,Nostoc cyanobionts,3,3
3123326,2,1618022,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',3,3
2593658,2,2764711,Nostoc sp. MS1,1,1
1185,1,373984,Rivularia,1,1
373984,1,2676603,unclassified Rivularia (in: cyanobacteria),1,1
2676603,2,373994,Rivularia sp. PCC 7116,1,1
2881426,1,1218,Prochlorococcus,1,1
1218,1,2627481,unclassified Prochlorococcus,1,1
2627481,2,3096221,Prochlorococcus sp. MIT 1341,1,1
1890431,1,217161,Chamaesiphon,1,1
217161,2,1173032,Chamaesiphon minutus,1,1
1663426,1,1005038,Fimbriimonas,3,3
1005038,2,1005039,Fimbriimonas ginsengisoli,3,3
332247,1,332248,Truepera,1,1
332248,2,332249,Truepera radiovictrix,1,1
2903219,1,226,Alteromonas,112051,112051
226,2,589873,Alteromonas australica,89824,89824
226,1,2614992,unclassified Alteromonas,413,413
2614992,2,2785913,Alteromonas sp. B31-7,342,342
2614992,2,2267264,Alteromonas sp. RKMC-009,12,12
2614992,2,3079555,Alteromonas sp. CI.11.F.A3,12,12
2614992,2,1714845,Alteromonas sp. BL110,5,5
2614992,2,3002962,Alteromonas sp. 009811495,3,3
2614992,2,2058133,Alteromonas sp. MB-3u-76,2,2
2614992,2,2358187,Alteromonas sp. 76-1,2,2
2614992,2,2795689,Alteromonas sp. KC14,1,1
226,2,28108,Alteromonas macleodii,57,57
226,2,314275,Alteromonas mediterranea,31,31
226,2,1858656,Alteromonas pelagimontana,16,16
226,2,233316,Alteromonas stellipolaris,6,6
226,2,1479524,Alteromonas gracilis,6,6
226,2,715451,Alteromonas naphthalenivorans,4,4
2903219,1,288793,Salinimonas,1,1
288793,2,2785918,Salinimonas marina,1,1
267890,1,22,Shewanella,3,3
22,1,196818,unclassified Shewanella,2,2
196818,2,2698686,Shewanella sp. Arc9-LZ,2,2
267888,1,53246,Pseudoalteromonas,2,2
53246,1,194690,unclassified Pseudoalteromonas,2,2
194690,2,327511,Pseudoalteromonas sp. A22,2,2
712,1,724,Haemophilus,2934,2934
724,1,2609962,unclassified Haemophilus,2781,2781
2609962,2,712310,Haemophilus sp. oral taxon 036,2781,2781
724,2,726,Haemophilus haemolyticus,13,13
724,2,727,Haemophilus influenzae,10,10
724,2,729,Haemophilus parainfluenzae,2,2
712,1,1960084,Rodentibacter,2,2
1960084,2,1796644,Rodentibacter caecimuris,2,2
712,1,1520333,Vespertiliibacter,1,1
1520333,2,1443036,Vespertiliibacter pulmonis,1,1
543,1,561,Escherichia,4,4
561,2,562,Escherichia coli,2,2
561,1,2608889,unclassified Escherichia,1,1
2608889,2,299586,Escherichia sp. Sflu5,1,1
2890311,1,570,Klebsiella,3,3
570,2,573,Klebsiella pneumoniae,3,3
543,1,590,Salmonella,1,1
590,2,28901,Salmonella enterica,1,1
1903409,1,32199,Buchnera,3,3
32199,2,9,Buchnera aphidicola,3,3
1903409,1,53335,Pantoea,2,2
53335,2,66269,Pantoea stewartii,2,2
1903414,1,583,Proteus,4,4
583,2,585,Proteus vulgaris,3,3
583,1,257482,unclassified Proteus (in: enterobacteria),1,1
257482,2,2883107,Proteus sp. NMG38-2,1,1
1903410,1,204037,Dickeya,3,3
1903411,1,629,Yersinia,2,2
629,2,263819,Yersinia aleksiciae,2,2
1903411,1,613,Serratia,1,1
613,2,138074,Serratia symbiotica,1,1
1903412,1,635,Edwardsiella,2,2
635,2,67780,Edwardsiella ictaluri,2,2
135621,1,286,Pseudomonas,16,16
286,1,136843,Pseudomonas fluorescens group,8,8
136843,2,76760,Pseudomonas rhodesiae,4,4
136843,2,29442,Pseudomonas tolaasii,2,2
136843,2,200451,Pseudomonas poae,2,2
286,1,196821,unclassified Pseudomonas,3,3
196821,2,2201356,Pseudomonas sp. 31-12,3,3
641,1,662,Vibrio,12,12
662,2,198832,Vibrio pomeroyi,5,5
662,2,28172,Vibrio metschnikovii,2,2
662,2,29494,Vibrio furnissii,2,2
662,2,28171,Vibrio aestuarianus,1,1
641,1,2042066,Paraphotobacterium,3,3
2042066,2,1755811,Paraphotobacterium marinum,3,3
468,1,469,Acinetobacter,6,6
469,2,1324350,Acinetobacter equi,3,3
469,1,196816,unclassified Acinetobacter,2,2
196816,2,2004644,Acinetobacter sp. WCHA45,2,2
469,2,40214,Acinetobacter johnsonii,1,1
468,1,475,Moraxella,1,1
475,2,34061,Moraxella cuniculi,1,1
1706371,1,316625,Saccharophagus,2,2
316625,2,86304,Saccharophagus degradans,2,2
1706375,1,1084558,Oceanicoccus,2,2
1084558,2,716816,Oceanicoccus sagamiensis,2,2
34064,1,262,Francisella,1,1
84642,1,642,Aeromonas,1,1
642,2,645,Aeromonas salmonicida,1,1
2066474,1,305899,Endozoicomonas,1,1
305899,2,1027273,Endozoicomonas montiporae,1,1
32033,1,338,Xanthomonas,1,1
338,2,743699,Xanthomonas dyei,1,1
118884,1,655184,Candidatus Thioglobus,1,1
655184,1,2644172,unclassified Candidatus Thioglobus,1,1
2644172,2,2508687,Candidatus Thioglobus sp. NP1,1,1
481,1,482,Neisseria,34310,34310
482,2,495,Neisseria elongata,33984,33984
482,2,28449,Neisseria subflava,13,13
482,2,485,Neisseria gonorrhoeae,6,6
482,2,488,Neisseria mucosa,4,4
482,1,2623750,unclassified Neisseria,4,4
2623750,2,641148,Neisseria sp. oral taxon 014,2,2
2623750,2,3077590,Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055,2,2
482,2,490,Neisseria sicca,3,3
482,2,487,Neisseria meningitidis,2,2
482,2,1853278,Neisseria chenwenguii,2,2
482,2,484,Neisseria flavescens,1,1
482,2,1470200,Neisseria arctica,1,1
482,2,326523,Neisseria zoodegmatis,1,1
482,2,326522,Neisseria animaloris,1,1
482,2,1931275,Neisseria dumasiana,1,1
482,2,2709396,Neisseria yangbaofengii,1,1
482,2,483,Neisseria cinerea,1,1
482,2,486,Neisseria lactamica,1,1
119060,1,32008,Burkholderia,25627,25627
32008,1,87882,Burkholderia cepacia complex,24841,24841
87882,2,95486,Burkholderia cenocepacia,16083,16083
87882,2,292,Burkholderia cepacia,120,120
87882,2,488447,Burkholderia contaminans,114,114
87882,2,60550,Burkholderia pyrrocinia,110,110
87882,2,179879,Burkholderia anthina,98,98
87882,2,2978683,Burkholderia orbicola,88,88
87882,2,87883,Burkholderia multivorans,50,50
87882,2,488730,Burkholderia arboris,50,50
87882,2,482957,Burkholderia lata,44,44
87882,2,152480,Burkholderia ambifaria,37,37
87882,2,101571,Burkholderia ubonensis,33,33
87882,2,488446,Burkholderia latens,32,32
87882,2,1503055,Burkholderia territorii,28,28
87882,2,152500,Burkholderia dolosa,26,26
87882,2,95485,Burkholderia stabilis,26,26
87882,2,488731,Burkholderia seminalis,26,26
87882,2,488729,Burkholderia metallica,17,17
87882,2,1207504,Burkholderia pseudomultivorans,16,16
87882,2,488732,Burkholderia diffusa,12,12
87882,2,1503054,Burkholderia stagnalis,10,10
87882,2,60552,Burkholderia vietnamiensis,5,5
87882,2,2015348,Burkholderia aenigmatica,4,4
32008,1,2613784,unclassified Burkholderia,24,24
2613784,2,1637853,Burkholderia sp. NRF60-BP8,7,7
2613784,2,2906514,Burkholderia sp. S-53,2,2
2613784,2,2811788,Burkholderia sp. MS455,2,2
2613784,2,1637862,Burkholderia sp. LA-2-3-30-S1-D2,2,2
2613784,2,2811789,Burkholderia sp. MS389,1,1
2613784,2,1637869,Burkholderia sp. MSMB0856,1,1
2613784,2,2217913,Burkholderia sp. JP2-270,1,1
32008,2,337,Burkholderia glumae,4,4
32008,2,28095,Burkholderia gladioli,2,2
32008,1,111527,pseudomallei group,2,2
111527,2,28450,Burkholderia pseudomallei,1,1
111527,2,342113,Burkholderia oklahomensis,1,1
119060,1,106589,Cupriavidus,21,21
106589,2,164546,Cupriavidus taiwanensis,20,20
106589,2,1040979,Cupriavidus neocaledonicus,1,1
119060,1,48736,Ralstonia,2,2
48736,2,190721,Ralstonia insidiosa,2,2
119060,1,44013,Polynucleobacter,1,1
44013,1,2640945,unclassified Polynucleobacter,1,1
2640945,2,1855617,Polynucleobacter sp. MWH-UH2A,1,1
75682,1,846,Oxalobacter,3,3
846,2,933080,Oxalobacter vibrioformis,3,3
506,1,507,Alcaligenes,1,1
507,2,511,Alcaligenes faecalis,1,1
506,1,222,Achromobacter,1,1
80864,1,34072,Variovorax,1,1
34072,2,34073,Variovorax paradoxus,1,1
80864,1,665874,Limnohabitans,1,1
665874,1,2626134,unclassified Limnohabitans,1,1
2626134,2,1751150,Limnohabitans sp. MORI2,1,1
2844881,1,541,Zymomonas,12535,12535
541,2,542,Zymomonas mobilis,12535,12535
41297,1,165697,Sphingopyxis,4,4
165697,1,310580,environmental samples,4,4
310580,2,310581,uncultured Sphingopyxis sp.,4,4
41297,1,1434046,Sphingorhabdus,1,1
1434046,1,2614947,unclassified Sphingorhabdus,1,1
2614947,2,1922222,Sphingorhabdus sp. Alg231-15,1,1
335929,1,2800681,Aurantiacibacter,3,3
2800681,2,1648404,Aurantiacibacter atlanticus,3,3
2800788,1,1041,Erythrobacter,1,1
1041,1,2633097,unclassified Erythrobacter,1,1
2633097,2,1922225,Erythrobacter sp. Alg231-14,1,1
335929,1,2827482,Caenibius,1,1
2827482,1,2827483,unclassified Caenibius,1,1
2827483,2,2872646,Caenibius sp. WL,1,1
255475,1,414371,Aureimonas,5,5
414371,2,1701758,Aureimonas populi,5,5
45401,1,81,Hyphomicrobium,3,3
81,2,53399,Hyphomicrobium denitrificans,3,3
82115,1,323620,Shinella,2,2
323620,1,2643062,unclassified Shinella,2,2
227290,1,379,Rhizobium,1,1
379,2,1312183,Rhizobium jaguaris,1,1
2831106,1,1827478,Youhaiella,3,3
1827478,2,1447062,Youhaiella tibetensis,3,3
41294,1,1073,Rhodopseudomonas,1,1
1073,2,1076,Rhodopseudomonas palustris,1,1
655351,1,655352,Cohaesibacter,1,1
655352,1,1002545,environmental samples,1,1
1002545,2,1002546,uncultured Cohaesibacter sp.,1,1
2854170,1,875170,Celeribacter,6,6
875170,1,1188777,environmental samples,6,6
1188777,2,1303376,uncultured Celeribacter sp.,6,6
2854170,1,60136,Sulfitobacter,1,1
60136,1,196795,unclassified Sulfitobacter,1,1
2854170,1,74030,Roseovarius,1,1
74030,1,2614913,unclassified Roseovarius,1,1
2614913,2,2823043,Roseovarius sp. SCSIO 43702,1,1
31989,1,1855413,Brevirhabdus,1,1
1855413,2,1267768,Brevirhabdus pacifica,1,1
31989,1,3029205,Abyssibius,1,1
3029205,2,2881234,Abyssibius alkaniclasticus,1,1
255474,1,2038635,Hyphococcus,4,4
2038635,2,1866326,Hyphococcus flavus,4,4
33988,1,780,Rickettsia,2,2
780,1,114277,spotted fever group,2,2
952,1,953,Wolbachia,1,1
953,1,2640676,unclassified Wolbachia,1,1
2640676,2,2883236,Wolbachia endosymbiont of Psylliodes chrysocephala,1,1
1549128,1,3058346,Gimibacter,1,1
3058346,2,3024400,Gimibacter soli,1,1
510685,1,510690,Sneathiella,1,1
510690,2,2950108,Sneathiella marina,1,1
72294,1,194,Campylobacter,85838,85838
194,2,204,Campylobacter showae,85567,85567
194,2,203,Campylobacter rectus,3,3
194,1,2593542,unclassified Campylobacter,2,2
2593542,2,2517362,Campylobacter sp. CCUG 57310,2,2
194,2,199,Campylobacter concisus,2,2
194,2,374106,Campylobacter cuniculorum,1,1
194,2,2561898,Candidatus Campylobacter infans,1,1
194,2,1965231,Campylobacter pinnipediorum,1,1
194,2,76517,Campylobacter hominis,1,1
194,2,827,Campylobacter ureolyticus,1,1
194,2,197,Campylobacter jejuni,1,1
194,2,200,Campylobacter curvus,1,1
2808963,1,2321187,Poseidonibacter,2,2
2321187,2,1904463,Poseidonibacter lekithochrous,2,2
49546,1,1016,Capnocytophaga,36762,36762
1016,1,2640652,unclassified Capnocytophaga,30571,30571
2640652,2,1316593,Capnocytophaga sp. oral taxon 864,28924,28924
2640652,2,1705617,Capnocytophaga sp. oral taxon 323,91,91
2640652,2,2748316,Capnocytophaga sp. oral taxon 902,75,75
2640652,2,1316596,Capnocytophaga sp. oral taxon 878,12,12
2640652,2,2545799,Capnocytophaga sp. FDAARGOS_737,8,8
1016,2,1018,Capnocytophaga ochracea,577,577
1016,2,1019,Capnocytophaga sputigena,36,36
1016,2,2708117,Capnocytophaga endodontalis,27,27
1016,2,45243,Capnocytophaga haemolytica,12,12
1016,2,1848904,Capnocytophaga stomatis,5,5
1016,2,1017,Capnocytophaga gingivalis,2,2
1016,2,327575,Capnocytophaga leadbetteri,2,2
49546,1,237,Flavobacterium,8,8
237,1,196869,unclassified Flavobacterium,2,2
196869,2,2871165,Flavobacterium sp. CHNK8,1,1
237,2,312277,Flavobacterium indicum,2,2
49546,1,1204360,Siansivirga,3,3
1204360,2,762954,Siansivirga zeaxanthinifaciens,3,3
49546,1,2049301,Changchengzhania,3,3
2049301,2,2049305,Changchengzhania lutea,3,3
49546,1,143222,Salegentibacter,3,3
143222,1,2633436,unclassified Salegentibacter,3,3
2633436,2,1729720,Salegentibacter sp. T436,3,3
49546,1,336276,Olleya,2,2
336276,1,2615019,unclassified Olleya,2,2
2615019,2,2745560,Olleya sp. HaHaR_3_96,2,2
49546,1,290174,Aquimarina,2,2
290174,1,2627091,unclassified Aquimarina,2,2
2627091,2,2736252,Aquimarina sp. TRL1,2,2
49546,1,153265,Aequorivita,2,2
49546,1,444459,Flagellimonas,1,1
444459,1,2644544,unclassified Flagellimonas,1,1
2644544,2,2905121,Flagellimonas sp. HMM57,1,1
49546,1,417127,Zunongwangia,1,1
417127,2,398743,Zunongwangia profunda,1,1
49546,1,291183,Lacinutrix,1,1
291183,2,1486034,Lacinutrix venerupis,1,1
49546,1,252356,Maribacter,1,1
252356,2,2980554,Maribacter halichondriae,1,1
49546,1,221065,Kordia,1,1
221065,2,1218801,Kordia antarctica,1,1
2762318,1,308865,Elizabethkingia,4,4
2782232,1,59732,Chryseobacterium,2,2
59732,1,2593645,unclassified Chryseobacterium,2,2
2593645,2,3093923,Chryseobacterium sp. JJR-5R,1,1
2593645,2,2713414,Chryseobacterium sp. POL2,1,1
2782232,1,2782231,Kaistella,2,2
2782231,2,2852098,Kaistella faecalis,2,2
171552,1,838,Prevotella,8602,8602
838,2,28129,Prevotella denticola,8329,8329
838,2,1177574,Prevotella jejuni,7,7
838,2,28131,Prevotella intermedia,6,6
838,2,28132,Prevotella melaninogenica,5,5
838,2,282402,Prevotella multiformis,2,2
838,2,28133,Prevotella nigrescens,1,1
838,2,28137,Prevotella veroralis,1,1
171552,1,2974257,Hoylesella,4752,4752
2974257,2,76123,Hoylesella enoeca,4750,4750
2974257,2,28127,Hoylesella buccalis,1,1
815,1,816,Bacteroides,2,2
2005525,1,375288,Parabacteroides,2,2
375288,2,823,Parabacteroides distasonis,2,2
1471398,1,1471399,Draconibacterium,1,1
1471399,1,1573822,environmental samples,1,1
1573822,2,1573823,uncultured Draconibacterium sp.,1,1
1853234,1,59740,Persicobacter,5,5
59740,2,387638,Persicobacter psychrovividus,5,5
1853232,1,89966,Hymenobacter,1,1
1853232,1,323449,Pontibacter,1,1
323449,2,2694930,Pontibacter pudoricolor,1,1
1937968,1,1937972,Bernardetia,2,2
1937972,1,2647129,unclassified Bernardetia,2,2
2647129,2,3127472,Bernardetia sp. ABR2-2B,1,1
89373,1,107,Spirosoma,1,1
107,2,2710596,Spirosoma foliorum,1,1
563798,1,246875,Algoriphagus,1,1
246875,1,2641541,unclassified Algoriphagus,1,1
2641541,2,3097546,Algoriphagus sp. NG3,1,1
2762302,1,156993,Reichenbachiella,1,1
156993,2,2979464,Reichenbachiella agarivorans,1,1
84566,1,28453,Sphingobacterium,2,2
28453,2,561061,Sphingobacterium psychroaquaticum,2,2
84566,1,423349,Mucilaginibacter,1,1
